hsv1[0],hsv2[0],hsv3[0],hsv4[0]
0,358,0,2
358,4,2,8
0,2,4,10
2,8,6,14
4,10,14,16
8,12,20,20
8,18,20,28
12,24,26,34
14,28,30,40
20,34,34,44
18,30,34,48
28,38,46,56
36,50,56,72
38,58,68,80
50,70,72,84
56,74,80,88
72,86,86,94
82,90,90,96
90,98,96,100
104,102,100,104
116,110,108,108
118,112,108,112
128,112,112,108
124,114,112,112
128,112,112,112
128,112,112,112
130,120,114,114
134,124,120,116
138,126,124,118
144,130,128,120
144,132,132,122
146,134,138,122
154,142,144,126
156,144,150,128
164,152,160,130
174,162,170,140
-1,-1,-1,-1
192,188,194,154
198,194,202,162
206,206,210,176
212,212,216,188
214,220,224,204
220,222,226,210
218,224,228,214
224,230,234,222
230,236,238,232
232,238,240,238
234,238,242,236
232,238,244,242
234,242,246,240
238,242,246,244
242,246,248,248
248,250,250,248
256,258,256,256
266,262,260,264
276,268,266,272
294,278,274,286
306,290,280,302
312,302,290,316
326,314,300,324
332,322,310,332
336,328,318,336
342,338,328,344
344,340,334,344
346,346,338,354
350,348,342,356
350,352,346,358
352,352,352,356
354,354,354,356
354,354,358,0
354,358,358,0
356,2,2,2
0,2,2,4
