hsv1[0],hsv2[0],hsv3[0],hsv4[0]
4,4,6,10
4,6,6,12
6,8,10,14
8,10,14,18
8,12,18,20
10,16,20,24
12,18,26,34
16,26,28,36
18,28,34,44
22,32,38,46
26,44,46,58
38,50,58,70
42,62,70,80
48,70,74,84
54,74,76,88
72,82,86,94
72,82,86,90
80,90,86,94
96,94,92,98
102,102,100,104
106,104,104,104
122,108,106,106
124,110,110,106
124,114,108,110
124,114,110,112
124,116,110,112
126,120,114,110
132,124,118,112
134,126,126,120
140,130,126,124
148,132,134,126
150,140,140,128
148,142,142,128
160,144,150,130
162,152,158,134
170,162,170,144
180,176,186,150
188,186,192,158
198,194,200,160
204,206,210,178
208,212,214,188
212,216,216,198
214,220,220,210
216,224,226,214
222,226,228,216
224,232,234,224
226,232,236,232
224,236,236,238
226,236,238,226
228,234,240,232
228,238,240,238
234,240,242,240
238,246,246,250
250,250,250,250
256,254,252,258
272,266,260,274
290,278,270,290
308,286,276,298
316,304,292,316
326,316,300,322
336,328,314,336
338,330,322,342
342,336,328,348
346,342,336,352
350,346,342,352
352,348,344,358
352,350,350,358
354,354,354,0
354,354,356,2
356,358,0,4
0,2,4,4
2,4,4,4
4,4,6,8
