hsv1[0],hsv2[0],hsv3[0],hsv4[0]
0,0,2,4
2,6,4,6
4,6,6,8
4,10,8,12
8,12,14,22
14,16,20,28
16,24,24,32
22,32,28,44
30,40,36,52
30,46,44,58
38,56,52,72
48,72,66,84
54,80,70,88
62,90,76,90
72,92,86,92
74,98,88,100
82,102,90,100
86,104,96,104
96,112,104,112
100,114,108,112
102,116,108,112
102,120,110,112
106,118,114,114
110,118,112,114
112,120,116,116
110,122,114,114
112,126,122,116
120,130,120,120
124,130,126,126
132,140,132,128
136,138,132,128
138,144,136,134
142,144,142,134
154,150,146,142
164,158,152,146
182,170,164,152
198,180,180,166
206,190,190,176
214,196,196,182
224,208,206,202
222,214,212,208
232,222,222,216
234,224,226,224
238,230,232,228
244,234,236,232
244,236,234,238
244,236,240,240
248,238,240,240
246,240,242,242
246,240,244,244
248,244,242,242
248,248,248,248
256,250,250,250
260,252,258,258
264,254,262,254
270,262,268,262
276,272,274,270
284,276,284,278
292,286,292,284
300,290,302,294
308,304,310,302
314,312,318,314
320,320,324,324
326,326,330,334
334,332,334,334
338,336,340,342
340,340,346,342
346,346,348,348
348,348,352,356
350,352,354,356
354,356,354,358
358,356,4,2
358,0,0,2
