hsv1[0],hsv2[0],hsv3[0],hsv4[0]
4,6,8,6
8,6,6,10
12,8,8,8
12,10,16,14
18,16,18,14
28,18,18,18
46,26,26,26
54,26,36,30
70,30,40,32
72,36,40,38
74,46,50,52
82,56,66,60
86,62,66,60
92,70,72,70
94,74,80,74
98,82,82,78
100,86,86,86
106,86,92,86
108,90,92,90
112,98,100,92
116,102,104,100
116,102,108,100
122,104,110,104
122,106,108,104
124,104,110,104
124,110,108,106
124,112,112,108
124,114,114,112
130,114,118,110
132,122,124,116
132,130,126,120
134,136,134,128
136,138,138,130
140,146,142,140
146,160,150,150
154,174,164,168
164,190,176,188
172,200,188,196
184,208,202,204
-1,-1,-1,-1
198,224,220,226
212,230,224,230
218,234,232,234
224,236,238,238
226,240,238,240
232,240,240,242
232,246,244,246
238,246,246,248
236,244,246,246
238,244,246,248
240,248,246,248
244,250,250,250
244,250,248,252
248,256,256,258
252,258,256,260
254,266,268,268
268,272,274,276
270,280,280,284
280,288,290,294
290,302,298,304
300,310,302,312
314,318,316,318
324,324,322,326
336,330,330,332
346,336,332,340
350,342,342,338
354,346,346,346
356,350,346,350
0,356,350,356
2,2,0,2
4,4,0,2
6,4,6,8
4,6,6,6
