hsv1[0],hsv2[0],hsv3[0],hsv4[0]
6,4,6,8
4,6,8,8
10,6,14,8
16,8,14,8
18,14,18,18
26,18,24,18
26,20,26,22
34,26,32,24
40,28,38,28
44,32,40,26
52,40,46,32
52,38,46,28
62,52,58,38
70,52,70,48
72,66,74,52
82,72,78,68
88,78,84,70
90,82,88,74
96,86,92,80
100,92,94,84
106,94,100,96
108,94,100,98
110,94,100,100
106,98,102,98
106,94,104,102
108,98,104,102
108,100,102,100
112,104,104,98
108,106,108,104
116,112,110,100
118,114,114,110
126,116,116,114
122,116,122,118
134,120,126,118
136,128,132,126
146,142,142,128
158,156,158,144
172,174,166,154
186,180,178,160
200,200,200,188
212,200,208,196
216,222,212,210
224,224,220,208
228,244,232,240
232,232,232,246
238,250,244,240
240,250,248,250
246,254,250,256
246,248,250,248
246,248,252,256
246,252,260,260
248,264,260,292
246,264,264,300
258,284,270,310
260,288,278,322
276,314,298,342
282,312,308,340
292,326,314,342
300,322,318,342
310,328,324,346
322,340,330,346
330,336,336,350
336,350,342,350
344,354,348,358
344,4,356,2
352,2,358,6
4,4,2,8
2,0,2,4
2,4,4,4
6,4,2,6
4,6,4,4
2,6,6,2
6,6,4,4
