hsv1[0],hsv2[0],hsv3[0],hsv4[0]
358,6,2,4
0,68,30,42
358,0,6,4
358,6,8,4
358,6,4,4
0,2,4,4
0,12,10,8
4,14,10,12
4,18,16,12
6,24,16,14
6,28,22,20
8,34,24,20
10,38,26,26
14,48,34,30
18,54,46,38
20,70,46,46
26,72,46,50
28,80,52,56
50,88,72,72
48,94,72,76
62,96,82,84
72,100,90,94
88,108,90,100
90,108,92,110
96,110,106,108
108,108,104,110
108,112,102,108
108,112,102,110
110,112,104,110
112,114,106,112
118,118,110,118
132,120,110,124
150,126,120,126
160,126,126,126
168,130,130,130
186,136,138,138
192,140,154,144
214,148,180,158
220,156,198,168
224,172,200,184
226,180,204,186
232,196,214,200
234,202,228,210
236,210,230,218
238,216,230,224
238,220,236,226
244,230,244,234
246,232,248,240
246,234,250,240
246,240,248,240
248,240,250,242
248,240,250,244
248,240,254,244
254,246,258,248
258,248,260,260
266,256,266,266
270,264,266,276
278,270,282,286
286,290,290,298
298,294,294,312
306,310,302,320
314,322,320,328
322,326,324,334
326,334,330,340
330,334,332,344
336,342,340,346
340,346,344,354
344,350,346,354
348,350,350,354
348,354,356,358
352,354,356,356
356,354,0,0
358,358,356,2
