hsv1[0],hsv2[0],hsv3[0],hsv4[0]
0,0,4,2
2,2,4,2
4,4,8,6
10,6,14,8
16,12,14,10
20,18,22,18
30,20,26,20
36,28,34,26
44,34,40,26
50,38,44,32
52,42,48,36
70,60,68,52
78,70,74,62
76,72,72,60
80,78,78,70
88,86,82,74
90,88,86,86
94,94,92,88
98,100,96,92
104,108,102,100
106,110,106,106
108,116,108,108
112,118,108,110
112,118,110,106
114,122,110,110
114,120,110,112
116,122,112,118
118,122,114,120
126,126,118,120
124,132,124,124
130,132,124,128
130,136,126,128
136,142,132,132
144,146,138,138
148,152,142,142
160,160,148,148
170,174,160,160
180,180,168,170
186,186,172,176
202,200,190,194
210,210,202,202
216,214,210,212
226,222,222,218
230,230,226,226
232,232,232,234
234,230,232,234
234,232,234,234
236,234,238,232
238,236,240,236
238,236,238,242
240,238,242,244
242,244,246,248
248,248,250,252
256,254,260,264
260,262,266,272
268,272,276,284
276,284,288,298
282,292,294,308
290,300,304,316
298,306,314,324
306,320,318,328
314,322,324,332
320,328,332,336
330,332,336,342
332,336,340,346
334,340,342,350
344,346,352,352
346,348,350,356
350,352,352,354
354,354,0,356
354,356,358,358
358,358,2,2
0,2,0,4
