hsv1[0],hsv2[0],hsv3[0],hsv4[0]
2,358,0,0
2,6,2,6
6,4,6,2
10,4,12,6
10,14,16,10
12,14,18,14
20,20,26,16
26,22,32,24
32,30,36,30
36,38,44,32
42,42,52,42
54,56,64,56
60,64,70,62
70,72,78,72
74,78,84,78
84,84,86,82
86,88,92,86
88,92,96,90
94,100,100,98
100,106,106,102
104,104,106,102
100,110,110,104
106,110,110,106
106,106,110,104
106,106,110,106
104,110,110,106
110,112,112,106
112,112,116,108
112,116,120,116
120,122,122,116
124,122,126,118
124,128,130,118
130,130,132,128
138,134,138,128
144,140,146,136
158,152,158,142
182,160,170,158
190,172,176,162
202,186,192,176
210,198,200,192
220,206,210,196
224,218,216,210
230,224,222,214
234,224,228,224
236,228,232,232
240,242,234,238
240,240,240,238
246,242,240,240
246,238,242,248
246,238,240,246
246,244,242,246
248,248,246,248
250,250,250,250
256,260,256,264
260,268,262,270
270,274,268,286
278,288,280,304
286,302,286,312
298,314,298,322
306,322,308,326
318,328,316,332
322,334,324,340
328,340,328,344
336,344,334,350
340,350,342,350
342,352,344,356
348,352,352,356
350,358,352,0
352,354,352,354
356,356,356,356
356,358,0,0
0,0,2,4
0,2,0,2
