hsv1[0],hsv2[0],hsv3[0],hsv4[0]
356,0,2,4
358,2,8,6
358,6,8,8
4,8,10,10
6,10,12,12
6,18,18,14
8,24,16,16
10,24,20,18
10,26,26,18
12,32,28,22
16,40,30,26
18,46,32,32
24,56,46,40
26,70,50,50
32,72,54,54
38,80,64,62
48,88,70,72
52,90,80,74
70,98,84,84
80,102,94,88
94,108,94,96
98,108,102,102
102,112,104,102
106,112,104,104
110,112,104,106
112,112,104,104
112,116,106,106
122,118,114,106
130,120,116,110
138,124,120,116
156,130,130,120
158,128,128,126
168,130,130,128
188,138,150,136
198,144,154,142
210,154,176,154
216,166,186,170
222,174,202,184
224,178,206,186
228,196,214,202
230,204,222,212
232,212,226,214
234,216,228,222
236,222,234,224
236,226,236,230
240,228,240,236
240,230,240,236
240,230,238,236
240,230,240,236
240,230,240,238
242,234,244,240
246,238,250,250
250,244,248,250
256,248,254,262
262,258,262,270
272,270,272,284
282,276,280,306
288,290,284,310
296,300,296,322
306,314,310,328
314,322,322,334
322,330,326,342
326,336,332,344
332,340,342,348
336,344,344,350
340,344,348,354
344,352,352,356
346,352,354,356
348,352,356,0
350,0,356,2
356,0,0,2
358,2,4,4
358,2,6,6
