sample_index,position_combination,anchor_candidate_id,anchor_source,anchor_min_route_min_ber,anchor_worst_route,weak_routes,weak_route_anchor_values
1,"(1, 2, 3, 9, 15, 16, 19, 27, 28)",1,baseline_global_guarded,0.09400000,8->3,"[8->3, 4->9, 10->19, 14->3, 17->28, 18->19, 13->1, 23->2, 17->19, 7->1, 14->16, 4->2, 5->16, 17->16, 17->2]","{'8->3': '0.09400000', '4->9': '0.20400000', '10->19': '0.26100000', '14->3': '0.27100000', '17->28': '0.29300000', '18->19': '0.29500000', '13->1': '0.32900000', '23->2': '0.33900000', '17->19': '0.37100000', '7->1': '0.37900000', '14->16': '0.39700000', '4->2': '0.40200000', '5->16': '0.40300000', '17->16': '0.40300000', '17->2': '0.40700000'}"
2,"(4, 5, 8, 9, 10, 13, 14, 17, 24)",46,baseline_global_guarded,0.29200000,3->13,"[3->13, 1->14, 18->4, 15->8, 1->8, 28->9, 2->10, 28->10, 18->24, 18->13, 2->5, 15->9, 28->17, 16->9]","{'3->13': '0.29200000', '1->14': '0.36500000', '18->4': '0.37100000', '15->8': '0.37500000', '1->8': '0.39100000', '28->9': '0.39500000', '2->10': '0.40000000', '28->10': '0.41800000', '18->24': '0.41900000', '18->13': '0.42000000', '2->5': '0.42300000', '15->9': '0.43500000', '28->17': '0.44100000', '16->9': '0.44200000'}"
3,"(1, 4, 5, 9, 15, 18, 23, 27, 28)",1,baseline_global_guarded,0.24100000,13->4,"[13->4, 16->27, 8->4, 7->18, 10->18, 2->27, 2->23, 13->1, 2->28, 24->1, 10->23, 7->5, 2->5, 3->1]","{'13->4': '0.24100000', '16->27': '0.25100000', '8->4': '0.25300000', '7->18': '0.29200000', '10->18': '0.29500000', '2->27': '0.33100000', '2->23': '0.36300000', '13->1': '0.37100000', '2->28': '0.37200000', '24->1': '0.37500000', '10->23': '0.37900000', '7->5': '0.37900000', '2->5': '0.39200000', '3->1': '0.39300000'}"
4,"(3, 4, 9, 14, 15, 16, 17, 19, 23)",1,baseline_global_guarded,0.14100000,8->3,"[8->3, 18->19, 10->19, 13->4, 1->4, 10->14, 28->17, 2->17, 2->3, 1->3, 13->17, 8->16, 8->4, 7->23, 2->23]","{'8->3': '0.14100000', '18->19': '0.24400000', '10->19': '0.26800000', '13->4': '0.27400000', '1->4': '0.31700000', '10->14': '0.32600000', '28->17': '0.33500000', '2->17': '0.33600000', '2->3': '0.34300000', '1->3': '0.36000000', '13->17': '0.37200000', '8->16': '0.39600000', '8->4': '0.39800000', '7->23': '0.40800000', '2->23': '0.40900000'}"
5,"(8, 9, 10, 13, 14, 18, 23, 24, 27)",69,baseline_global_guarded,0.19700000,17->10,"[17->10, 7->27, 3->9, 1->13, 4->13, 15->8, 28->13, 17->18, 2->10, 15->14, 7->18, 16->18, 4->10]","{'17->10': '0.19700000', '7->27': '0.19900000', '3->9': '0.24300000', '1->13': '0.28700000', '4->13': '0.30000000', '15->8': '0.32200000', '28->13': '0.33000000', '17->18': '0.33100000', '2->10': '0.34500000', '15->14': '0.35200000', '7->18': '0.36400000', '16->18': '0.37300000', '4->10': '0.37900000'}"
