k,real_k,effective_k,virtual_stream_count,sample_index,position_combination,selection_rank,candidate_id,source,probes,authorized_max_ber,authorized_position_bers,candidate_min_route_min_ber,candidate_avg_route_min_ber,worst_route
9,9,9,0,1,"(1, 2, 3, 9, 15, 16, 19, 27, 28)",1,47,anchor_worst_targeted,"[5, 10, 20, 50, 55, 110, 120, 165, 215, 230, 235, 265, 300, 355, 365]",0.00000000,"[0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000]",0.28900000,0.45813333,24->28
9,9,9,0,1,"(1, 2, 3, 9, 15, 16, 19, 27, 28)",2,41,anchor_worst_targeted,"[5, 10, 20, 50, 55, 110, 120, 165, 215, 230, 235, 265, 300, 355, 365]",0.00000000,"[0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000]",0.23200000,0.45135556,14->27
9,9,9,0,1,"(1, 2, 3, 9, 15, 16, 19, 27, 28)",3,53,anchor_worst_targeted,"[5, 10, 20, 50, 55, 110, 120, 165, 215, 230, 235, 265, 300, 355, 365]",0.00000000,"[0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000]",0.22900000,0.46147778,24->28
9,9,9,0,1,"(1, 2, 3, 9, 15, 16, 19, 27, 28)",4,1,baseline_global_guarded,"[5, 30, 55, 80, 105, 130, 155, 180, 205, 230, 255, 280, 305, 330, 355]",0.00000000,"[0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000]",0.09400000,0.44828889,8->3
9,9,9,0,1,"(1, 2, 3, 9, 15, 16, 19, 27, 28)",5,21,anchor_worst_targeted,"[5, 30, 55, 80, 105, 130, 155, 180, 205, 230, 255, 280, 305, 330, 355]",0.00000000,"[0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000]",0.09400000,0.44828889,8->3
9,9,9,0,1,"(1, 2, 3, 9, 15, 16, 19, 27, 28)",6,57,anchor_worst_targeted,"[10, 30, 45, 105, 120, 135, 155, 175, 225, 230, 235, 240, 265, 310, 330]",0.00000000,"[0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000]",0.03600000,0.43520000,10->27
9,9,9,0,1,"(1, 2, 3, 9, 15, 16, 19, 27, 28)",7,73,anchor_worst_targeted,"[15, 20, 65, 75, 90, 175, 210, 225, 260, 265, 305, 330, 345, 360, 365]",0.00000000,"[0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000]",0.03100000,0.44552222,8->16
9,9,9,0,2,"(4, 5, 8, 9, 10, 13, 14, 17, 24)",1,46,baseline_global_guarded,"[5, 15, 45, 85, 95, 145, 150, 165, 190, 215, 225, 235, 260, 275, 355]",0.00000000,"[0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000]",0.29200000,0.46496667,3->13
9,9,9,0,2,"(4, 5, 8, 9, 10, 13, 14, 17, 24)",2,45,baseline_global_guarded,"[5, 15, 45, 85, 95, 145, 150, 165, 190, 215, 225, 235, 260, 275, 355]",0.00000000,"[0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000]",0.25500000,0.45634444,3->13
9,9,9,0,2,"(4, 5, 8, 9, 10, 13, 14, 17, 24)",3,73,anchor_worst_targeted,"[10, 30, 90, 100, 110, 125, 140, 160, 190, 255, 260, 270, 275, 280, 350]",0.00000000,"[0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000]",0.22600000,0.43950000,18->10
9,9,9,0,2,"(4, 5, 8, 9, 10, 13, 14, 17, 24)",4,105,anchor_worst_targeted,"[35, 40, 65, 85, 115, 125, 145, 180, 235, 240, 270, 280, 285, 290, 305]",0.00000000,"[0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000]",0.21800000,0.43334444,27->9
9,9,9,0,2,"(4, 5, 8, 9, 10, 13, 14, 17, 24)",5,169,anchor_worst_targeted,"[10, 55, 75, 90, 145, 165, 175, 195, 200, 225, 230, 260, 280, 285, 365]",0.00000000,"[0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000]",0.11100000,0.44944444,28->13
9,9,9,0,2,"(4, 5, 8, 9, 10, 13, 14, 17, 24)",6,153,anchor_worst_targeted,"[10, 30, 55, 90, 110, 125, 140, 150, 160, 180, 200, 245, 305, 335, 355]",0.00000000,"[0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000]",0.13300000,0.44763333,2->9
9,9,9,0,2,"(4, 5, 8, 9, 10, 13, 14, 17, 24)",7,137,anchor_worst_targeted,"[35, 40, 80, 85, 135, 140, 150, 155, 200, 205, 255, 265, 290, 325, 350]",0.00000000,"[0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000]",0.18100000,0.42991111,16->4
9,9,9,0,2,"(4, 5, 8, 9, 10, 13, 14, 17, 24)",8,21,baseline_global_guarded,"[25, 70, 80, 85, 100, 120, 125, 165, 175, 200, 240, 265, 300, 335, 360]",0.00000000,"[0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000]",0.14300000,0.43941111,27->17
9,9,9,0,2,"(4, 5, 8, 9, 10, 13, 14, 17, 24)",9,121,anchor_worst_targeted,"[5, 50, 65, 100, 115, 120, 135, 155, 160, 165, 190, 245, 265, 320, 360]",0.00000000,"[0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000]",0.06000000,0.44344444,3->9
9,9,9,0,2,"(4, 5, 8, 9, 10, 13, 14, 17, 24)",10,89,anchor_worst_targeted,"[10, 15, 55, 60, 65, 100, 105, 120, 140, 190, 220, 290, 300, 320, 330]",0.00000000,"[0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000]",0.04300000,0.44606667,23->8
9,9,9,0,2,"(4, 5, 8, 9, 10, 13, 14, 17, 24)",11,29,baseline_global_guarded,"[5, 45, 70, 75, 80, 120, 130, 140, 155, 215, 225, 230, 265, 270, 280]",0.00000000,"[0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000]",0.03600000,0.43795556,23->9
9,9,9,0,2,"(4, 5, 8, 9, 10, 13, 14, 17, 24)",12,37,baseline_global_guarded,"[15, 40, 70, 85, 160, 180, 190, 205, 210, 235, 280, 285, 290, 355, 360]",0.00000000,"[0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000]",0.00000000,0.44873333,1->13
9,9,9,0,3,"(1, 4, 5, 9, 15, 18, 23, 27, 28)",1,153,anchor_worst_targeted,"[10, 30, 85, 120, 155, 175, 190, 205, 215, 225, 275, 290, 300, 305, 310]",0.00000000,"[0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000]",0.26100000,0.44502222,13->1
9,9,9,0,3,"(1, 4, 5, 9, 15, 18, 23, 27, 28)",2,1,baseline_global_guarded,"[5, 30, 55, 80, 105, 130, 155, 180, 205, 230, 255, 280, 305, 330, 355]",0.00000000,"[0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000]",0.24100000,0.44611111,13->4
9,9,9,0,3,"(1, 4, 5, 9, 15, 18, 23, 27, 28)",3,37,anchor_worst_targeted,"[5, 30, 55, 80, 105, 130, 155, 180, 205, 230, 255, 280, 305, 330, 355]",0.00000000,"[0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000]",0.24100000,0.44611111,13->4
9,9,9,0,3,"(1, 4, 5, 9, 15, 18, 23, 27, 28)",4,108,anchor_worst_targeted,"[75, 95, 110, 125, 135, 150, 155, 160, 165, 225, 230, 235, 265, 305, 360]",0.00000000,"[0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000]",0.21700000,0.46051111,7->1
9,9,9,0,3,"(1, 4, 5, 9, 15, 18, 23, 27, 28)",5,105,anchor_worst_targeted,"[75, 95, 110, 125, 135, 150, 155, 160, 165, 225, 230, 235, 265, 305, 360]",0.00000000,"[0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000]",0.11300000,0.44681111,16->27
