sample_index,position_combination,anchor_candidate_id,anchor_source,anchor_min_route_min_ber,anchor_worst_route,weak_routes,weak_route_anchor_values
1,"(1, 13, 14, 16, 18, 19)",30,baseline_global_guarded,0.28500000,7->1,"[7->1, 2->19, 23->16, 4->13, 24->18, 8->19, 27->13, 4->19, 7->16, 15->13, 3->18]","{'7->1': '0.28500000', '2->19': '0.30500000', '23->16': '0.32300000', '4->13': '0.33500000', '24->18': '0.34000000', '8->19': '0.34000000', '27->13': '0.34900000', '4->19': '0.37500000', '7->16': '0.39500000', '15->13': '0.39600000', '3->18': '0.39600000'}"
2,"(3, 7, 9, 16, 17, 28)",67,baseline_global_guarded,0.32400000,8->16,"[8->16, 1->17, 15->3, 4->16, 13->9, 1->3, 4->7, 4->28, 24->9, 27->3, 15->7]","{'8->16': '0.32400000', '1->17': '0.32500000', '15->3': '0.32500000', '4->16': '0.33000000', '13->9': '0.35600000', '1->3': '0.38600000', '4->7': '0.39400000', '4->28': '0.39700000', '24->9': '0.40100000', '27->3': '0.40300000', '15->7': '0.40400000'}"
3,"(4, 10, 15, 16, 17, 24)",52,baseline_global_guarded,0.37000000,8->10,"[8->10, 27->24, 14->4, 7->17, 13->15, 27->4, 1->4, 3->10, 1->17, 7->10]","{'8->10': '0.37000000', '27->24': '0.38700000', '14->4': '0.38800000', '7->17': '0.39000000', '13->15': '0.39100000', '27->4': '0.39500000', '1->4': '0.39600000', '3->10': '0.39900000', '1->17': '0.40400000', '7->10': '0.40900000'}"
4,"(1, 2, 4, 5, 15, 24)",72,baseline_global_guarded,0.37900000,28->15,"[28->15, 7->2, 16->2, 18->24, 17->1, 3->1, 23->5, 8->24, 13->2, 13->5, 27->2]","{'28->15': '0.37900000', '7->2': '0.38400000', '16->2': '0.38700000', '18->24': '0.39100000', '17->1': '0.39900000', '3->1': '0.40100000', '23->5': '0.40200000', '8->24': '0.40400000', '13->2': '0.41200000', '13->5': '0.41500000', '27->2': '0.41800000'}"
5,"(2, 3, 7, 9, 13, 14)",79,baseline_global_guarded,0.34200000,17->7,"[17->7, 8->3, 23->14, 4->3, 15->13, 27->7, 18->3, 10->13, 4->2, 1->13, 18->7]","{'17->7': '0.34200000', '8->3': '0.34500000', '23->14': '0.35000000', '4->3': '0.35200000', '15->13': '0.36400000', '27->7': '0.37300000', '18->3': '0.37700000', '10->13': '0.38600000', '4->2': '0.39600000', '1->13': '0.39600000', '18->7': '0.40100000'}"
