hsv1[0],hsv2[0],hsv3[0],hsv4[0]
354,4,358,358
354,358,356,358
352,358,358,2
354,6,6,0
354,6,358,0
356,10,0,4
0,14,4,4
2,14,8,12
4,20,10,18
4,28,18,16
6,28,16,20
6,36,14,22
6,46,26,28
6,50,28,30
12,62,34,34
16,72,38,44
24,80,46,48
30,96,50,54
36,96,54,74
42,100,74,72
68,110,80,92
80,116,84,104
88,114,88,102
96,118,106,114
100,124,86,110
86,118,100,114
110,116,104,108
120,122,94,112
118,126,98,114
128,132,110,120
154,134,104,126
152,138,120,116
160,136,110,120
184,144,138,126
190,140,138,138
204,134,142,130
202,148,146,150
210,148,160,138
228,170,210,168
242,184,226,190
246,194,228,208
246,204,258,216
250,220,254,232
250,226,274,250
250,232,274,256
254,246,266,250
252,240,262,250
252,242,276,256
252,250,274,254
258,248,272,262
260,252,274,264
268,258,282,276
276,270,292,298
288,292,306,306
300,296,312,326
310,312,318,330
320,316,324,332
324,326,330,334
328,330,334,340
332,332,332,342
334,340,334,342
336,336,338,344
340,342,340,344
342,342,340,346
342,342,342,346
346,346,342,346
346,350,344,348
346,348,346,350
348,348,348,352
350,352,346,352
350,352,352,352
352,354,346,352
352,354,346,352
