hsv1[0],hsv2[0],hsv3[0],hsv4[0]
8,4,2,10
12,2,0,10
10,4,4,8
10,4,12,20
30,10,12,22
28,16,18,24
56,18,22,26
64,24,34,34
78,26,36,36
76,34,44,44
78,36,52,50
88,40,62,52
96,48,66,52
100,48,68,48
108,62,78,70
112,68,90,74
118,74,100,82
122,86,100,84
120,94,110,94
128,96,114,94
-1,-1,-1,-1
136,118,130,106
134,120,126,110
130,114,130,110
132,122,134,114
132,116,130,116
134,128,134,116
134,128,132,114
140,132,132,126
140,136,138,116
142,136,138,128
144,140,142,132
144,142,140,136
146,140,142,136
144,144,140,134
144,146,146,138
148,156,156,148
152,158,156,150
158,176,158,154
170,200,188,180
182,212,194,200
194,216,200,204
196,222,210,222
214,232,232,230
214,232,232,228
220,242,234,250
220,250,246,250
230,250,248,248
232,252,248,250
242,252,246,250
246,256,254,260
246,262,258,270
250,272,266,274
250,280,278,290
270,294,292,306
280,306,306,306
294,320,310,322
302,322,316,330
316,324,322,340
330,332,334,340
330,334,326,340
330,338,338,338
340,340,334,346
342,344,340,346
344,346,342,350
344,354,340,2
340,350,348,358
4,350,344,2
6,358,352,0
0,356,356,0
358,356,354,0
10,358,358,4
10,358,358,4
