hsv1[0],hsv2[0],hsv3[0],hsv4[0]
0,0,2,12
0,0,4,10
0,4,2,14
4,10,8,16
6,16,14,20
8,22,16,26
10,24,22,30
16,34,26,38
16,38,30,40
16,44,36,44
20,54,38,54
24,70,42,60
26,80,52,70
32,88,58,76
34,92,62,80
36,96,70,82
46,98,72,84
52,104,82,90
62,110,84,92
70,108,84,94
76,116,90,98
88,120,92,100
90,120,98,100
90,118,98,102
92,122,98,100
92,122,104,102
92,126,102,102
104,128,104,106
100,130,108,104
108,130,110,104
116,132,112,106
136,138,120,108
150,140,124,114
174,146,138,118
192,152,150,130
206,164,162,138
218,176,178,144
222,188,188,158
228,196,198,170
234,204,212,188
234,214,226,202
236,222,224,212
240,228,230,222
242,226,232,226
242,232,236,230
246,236,240,232
244,240,248,232
248,240,244,236
248,238,248,244
250,242,248,242
250,244,250,248
250,244,250,248
258,248,260,248
262,250,262,258
268,254,268,262
274,262,274,274
282,266,286,286
290,278,294,300
296,284,302,304
306,294,312,316
314,306,320,320
320,316,324,334
326,322,330,342
332,326,340,346
338,336,342,346
344,340,346,352
348,346,354,0
350,354,354,0
352,354,354,6
358,356,0,6
0,356,358,6
0,0,2,2
0,0,4,10
