hsv1[0],hsv2[0],hsv3[0],hsv4[0]
348,354,348,352
348,352,350,352
-1,-1,-1,-1
350,2,350,352
348,358,352,358
352,358,356,358
354,4,358,8
354,8,0,4
352,12,6,12
358,16,8,16
358,22,16,20
0,26,18,26
2,28,20,32
6,34,26,38
12,44,30,52
18,56,48,70
26,68,48,72
40,74,76,92
38,82,82,96
70,90,82,96
84,98,100,106
104,100,100,114
110,106,90,114
116,112,106,110
124,110,88,114
112,108,88,120
136,112,120,116
138,112,100,130
152,112,140,130
152,122,132,130
160,124,130,138
168,118,138,134
162,126,148,132
160,134,140,138
168,132,148,138
180,136,152,144
184,142,160,146
188,146,178,150
210,158,200,156
226,180,212,172
226,188,218,188
232,198,238,200
242,218,240,216
244,220,246,240
250,240,254,246
248,238,250,246
250,250,250,250
-1,-1,-1,-1
258,250,260,254
262,254,264,264
258,256,268,262
270,264,272,276
280,282,276,282
290,292,286,300
302,306,302,306
312,322,300,320
322,324,316,328
326,328,320,330
330,336,322,334
332,340,326,336
332,340,330,334
334,340,330,336
336,342,330,342
336,346,332,340
340,346,334,342
340,350,336,340
342,352,340,348
344,350,342,346
346,350,344,346
348,350,344,350
348,352,348,348
350,352,346,348
348,354,346,350
