hsv1[0],hsv2[0],hsv3[0],hsv4[0]
354,354,352,354
354,354,354,354
352,358,356,0
356,0,358,4
2,2,358,2
4,2,4,10
8,6,12,16
10,12,14,18
12,20,22,22
20,22,24,32
22,32,34,38
30,36,38,46
34,42,44,48
44,54,58,72
56,72,70,78
68,80,80,90
76,98,92,96
82,98,96,100
88,110,100,100
82,114,100,108
96,110,114,112
110,124,116,128
116,118,122,128
108,124,118,116
114,126,124,126
118,128,120,128
116,132,124,126
114,132,126,126
124,134,136,134
130,134,138,132
130,134,136,134
132,140,138,134
132,142,142,138
140,142,142,142
142,140,138,138
154,144,150,140
158,148,158,144
166,156,162,150
196,164,170,156
208,170,192,174
214,192,202,180
226,200,206,190
232,220,216,214
246,222,238,228
242,222,242,232
250,240,246,244
248,238,248,252
250,242,246,250
250,240,250,250
252,240,246,246
254,246,252,256
258,248,262,254
268,276,276,280
280,282,274,286
292,288,290,310
304,316,306,310
320,326,314,320
326,332,324,332
328,338,330,340
330,340,328,334
334,342,334,338
336,344,334,340
340,346,342,342
340,344,340,346
340,344,340,356
344,346,348,350
346,352,346,354
348,350,350,346
348,354,350,354
350,350,352,352
354,356,352,358
354,354,352,0
350,354,356,358
