hsv1[0],hsv2[0],hsv3[0],hsv4[0]
0,4,2,6
0,2,358,6
0,4,0,10
2,6,8,12
2,6,8,14
4,14,12,18
4,12,12,22
6,18,20,30
8,18,22,32
10,24,22,32
8,24,24,40
10,24,26,44
12,32,38,52
16,38,42,58
22,46,54,72
34,58,70,80
40,70,76,90
50,80,84,90
70,84,90,88
80,92,94,98
102,102,104,102
110,104,100,98
114,112,104,108
132,120,112,108
128,122,114,116
128,116,114,112
132,118,118,112
126,118,116,112
136,124,130,120
138,128,130,120
140,130,138,118
146,136,138,120
144,138,140,124
156,142,140,120
156,142,148,124
160,146,152,130
162,150,160,130
168,150,166,134
180,166,186,136
196,186,198,148
210,204,206,174
220,204,212,190
218,218,216,206
226,224,228,210
228,226,232,214
234,232,236,226
230,236,238,222
234,236,238,232
236,238,234,232
238,236,238,240
238,242,244,232
248,244,246,236
252,252,252,248
274,262,260,268
286,276,268,280
304,298,278,290
324,316,292,318
332,330,314,338
338,338,326,344
340,340,330,344
342,342,336,346
346,346,338,350
350,350,340,352
350,352,342,354
352,354,346,358
352,354,348,0
352,358,352,356
352,356,352,358
354,0,354,0
358,2,356,2
358,2,0,4
0,2,356,2
0,4,0,4
