hsv1[0],hsv2[0],hsv3[0],hsv4[0]
0,2,0,2
0,2,6,0
4,8,2,4
6,10,8,6
10,12,14,14
16,16,18,16
18,18,22,16
24,22,28,20
24,24,26,26
28,28,32,24
36,36,40,32
40,40,46,44
50,54,60,50
58,64,70,62
68,70,72,68
74,78,80,74
76,88,84,82
82,88,86,92
88,98,98,90
94,104,100,96
102,112,104,106
102,112,110,108
108,116,108,110
106,116,110,112
108,118,110,114
108,116,108,118
106,118,112,118
108,122,112,118
110,122,118,122
122,124,124,120
126,130,128,130
128,132,130,128
134,138,130,130
136,138,142,136
146,146,148,136
158,160,160,152
178,166,170,158
192,170,186,164
202,182,192,176
208,196,204,188
224,208,214,202
226,216,222,216
232,224,228,218
232,224,234,220
238,232,234,228
240,230,236,232
240,238,238,238
242,240,244,238
246,238,244,238
244,234,244,246
246,242,244,248
250,248,250,246
250,248,252,254
254,262,260,268
266,270,266,276
272,276,276,290
282,296,284,316
292,302,292,316
306,318,304,330
312,324,314,336
316,330,318,332
324,336,326,340
326,342,330,352
338,344,338,354
340,346,340,348
344,354,344,356
346,354,350,358
350,356,352,358
354,358,352,2
352,358,354,0
356,0,356,2
358,0,0,4
0,4,0,4
