hsv1[0],hsv2[0],hsv3[0],hsv4[0]
2,8,4,10
2,8,6,8
2,8,6,12
4,12,12,14
4,12,12,18
6,18,18,20
10,20,22,28
10,26,26,36
10,26,30,38
12,32,32,42
16,34,40,50
22,44,46,60
20,46,52,64
24,56,62,74
32,60,72,84
34,70,72,88
44,78,80,94
54,82,88,100
70,88,90,100
88,96,96,106
90,98,98,108
110,102,104,108
112,104,110,114
122,110,112,114
122,108,110,114
118,106,112,112
128,116,116,118
138,118,122,126
138,118,126,122
144,124,132,128
156,124,136,128
156,130,144,128
158,126,144,128
164,140,156,138
178,146,164,142
186,154,176,144
196,166,190,154
202,178,200,162
206,188,204,168
218,198,214,182
218,212,218,192
230,220,226,210
228,224,232,220
230,226,234,224
228,230,232,228
232,232,238,232
236,236,240,236
236,236,240,236
238,236,240,236
236,236,240,234
238,236,240,236
242,242,242,242
248,248,248,248
258,256,252,260
264,268,258,264
282,282,266,276
292,294,276,292
304,306,284,302
314,320,296,318
324,324,302,324
328,330,310,332
334,338,316,334
338,342,326,340
340,348,330,342
346,348,336,344
346,352,340,350
348,352,344,352
352,358,352,0
354,0,354,0
354,2,358,0
0,4,358,4
0,4,0,6
0,4,0,6
