hsv1[0],hsv2[0],hsv3[0],hsv4[0]
352,356,356,356
354,356,358,2
352,2,358,358
354,4,356,0
354,6,2,2
356,10,4,8
358,12,4,8
358,18,4,14
0,22,16,14
0,28,14,18
4,32,18,20
6,34,18,24
8,38,22,26
14,54,32,38
14,56,44,44
20,70,46,50
16,70,46,50
28,82,48,72
34,84,56,70
38,90,54,80
44,96,70,92
68,102,66,92
70,98,64,94
70,110,64,100
76,102,60,102
76,102,72,94
86,112,70,96
82,104,70,108
120,112,76,122
84,112,94,120
156,120,86,118
160,122,104,126
158,134,110,134
176,132,124,134
190,130,138,138
196,138,136,142
206,140,158,152
216,146,158,154
220,160,188,166
224,176,214,182
230,186,214,194
234,192,220,202
236,210,226,202
242,216,236,220
242,220,240,224
244,230,248,236
248,234,252,240
248,228,248,238
250,240,246,240
250,234,250,236
252,238,250,248
260,248,266,262
266,264,272,272
280,280,282,298
290,294,290,302
308,302,308,322
316,322,316,334
324,332,328,340
330,344,330,344
330,344,334,346
334,344,334,344
336,348,340,348
342,348,342,352
342,352,346,354
344,354,346,354
348,354,346,356
348,356,352,356
350,358,356,358
352,0,356,0
354,0,356,358
354,0,0,0
356,4,0,0
356,4,0,0
