hsv1[0],hsv2[0],hsv3[0],hsv4[0]
352,354,352,4
352,356,354,2
356,358,356,2
354,2,0,8
358,2,358,6
358,6,2,18
2,10,6,28
4,20,14,28
6,24,16,30
6,28,20,36
10,34,20,38
12,38,28,50
16,50,36,52
18,50,36,58
24,68,46,72
30,82,54,76
38,88,66,80
48,100,78,86
52,104,88,92
60,108,88,100
72,114,94,104
90,118,106,108
98,124,102,110
94,124,112,112
98,124,106,110
98,126,110,112
102,124,114,110
106,126,118,116
104,130,118,112
112,128,124,116
126,136,128,118
138,140,136,118
138,138,136,122
148,140,132,122
164,142,142,122
178,148,136,118
192,150,146,134
202,152,154,134
214,174,176,150
230,186,202,160
232,202,206,176
236,210,218,180
242,222,234,208
248,232,246,218
250,232,236,226
250,232,254,236
252,240,248,250
250,242,252,232
252,242,248,252
250,240,258,248
258,246,250,250
264,254,274,254
270,254,276,264
280,274,292,288
290,276,302,292
304,302,310,308
312,306,316,320
328,316,326,336
328,322,326,342
332,334,336,344
332,330,334,344
336,334,338,354
342,334,342,348
340,340,342,348
342,342,348,354
348,344,352,352
346,348,350,358
350,350,350,358
350,354,350,2
352,354,356,0
352,352,352,4
354,352,354,4
354,354,354,0
