hsv1[0],hsv2[0],hsv3[0],hsv4[0]
352,352,350,356
350,356,350,356
356,354,354,2
0,0,356,358
0,0,356,12
0,4,2,12
2,6,6,14
4,22,14,22
8,24,16,28
14,26,26,34
14,36,22,36
16,38,32,38
20,46,32,46
18,48,32,46
26,58,44,52
32,70,54,70
42,84,72,76
50,94,70,80
58,102,84,84
70,102,90,90
84,114,98,96
94,116,106,96
84,118,110,94
100,116,110,98
102,122,106,100
110,128,124,104
104,122,116,100
110,136,128,110
120,136,128,102
122,136,122,106
134,140,136,106
154,146,134,128
150,146,142,124
156,148,138,122
170,154,156,136
182,150,154,128
188,164,160,132
206,164,170,134
216,190,200,158
230,204,214,180
244,214,224,212
244,222,228,232
248,232,248,244
252,240,250,250
252,250,252,262
256,250,258,264
258,252,260,266
258,250,262,270
254,252,258,272
260,254,262,268
260,258,268,274
270,264,272,284
280,272,280,302
282,280,292,302
296,292,296,316
306,296,310,326
316,310,316,330
320,314,320,332
326,320,326,334
326,322,328,336
328,326,328,336
330,330,328,342
334,332,334,342
334,336,334,340
338,336,338,344
338,340,336,344
340,340,338,348
344,344,342,346
346,342,344,346
344,344,346,352
346,344,344,350
348,348,348,352
348,346,348,350
