sample_index,position_combination,anchor_candidate_id,anchor_source,anchor_min_route_min_ber,anchor_worst_route,weak_routes,weak_route_anchor_values
2,"(3, 11, 16, 19, 21, 22, 27, 28)",64,baseline_global_guarded,0.40000000,26->28,"[26->28, 26->21, 18->22, 26->22, 26->27]","{'26->28': '0.40000000', '26->21': '0.42100000', '18->22': '0.42300000', '26->22': '0.42500000', '26->27': '0.43300000'}"
3,"(8, 14, 16, 18, 21, 22, 27, 28)",32,baseline_global_guarded,0.35900000,26->16,"[26->16, 3->18, 3->14, 26->21, 26->28]","{'26->16': '0.35900000', '3->18': '0.37200000', '3->14': '0.38400000', '26->21': '0.38600000', '26->28': '0.40100000'}"
4,"(3, 8, 11, 16, 18, 19, 26, 27)",55,baseline_global_guarded,0.39700000,28->26,"[28->26, 21->19, 28->19, 21->8, 28->16]","{'28->26': '0.39700000', '21->19': '0.40800000', '28->19': '0.42500000', '21->8': '0.45300000', '28->16': '0.45300000'}"
5,"(8, 11, 16, 18, 19, 22, 27, 28)",54,baseline_global_guarded,0.38000000,21->28,"[21->28, 3->19, 26->11, 3->16, 21->16]","{'21->28': '0.38000000', '3->19': '0.38500000', '26->11': '0.41700000', '3->16': '0.42600000', '21->16': '0.43200000'}"
