hsv1[0],hsv2[0],hsv3[0],hsv4[0]
8,0,356,6
6,358,358,6
8,2,358,6
24,2,4,10
26,4,8,16
40,12,12,26
44,16,16,26
66,24,34,36
72,30,38,38
82,38,46,50
88,46,52,56
100,58,70,62
104,66,76,76
102,70,80,78
114,84,92,84
118,88,90,86
120,84,96,86
124,88,100,86
126,108,110,100
130,108,116,106
124,110,118,106
128,108,116,112
128,116,118,106
130,116,120,106
126,108,120,110
130,120,122,110
132,126,126,114
132,132,122,118
134,136,118,126
136,142,130,134
138,144,138,136
140,148,140,138
142,150,142,144
142,164,148,154
150,184,150,166
156,192,162,180
160,200,166,186
170,210,180,196
178,216,194,208
188,224,202,218
196,222,206,220
204,226,212,222
216,232,222,228
212,232,218,230
216,232,226,228
216,234,230,232
220,238,234,238
226,236,238,242
216,244,228,242
222,238,242,242
234,240,242,246
232,244,246,248
234,248,250,250
234,250,252,250
242,250,260,254
254,258,270,258
260,262,278,272
276,268,284,276
282,280,306,290
300,292,312,302
302,300,318,308
312,306,320,314
326,314,334,324
326,312,334,324
336,324,338,336
336,334,342,342
346,336,344,342
342,340,344,340
352,346,348,352
350,352,350,352
356,346,350,356
358,352,356,356
358,352,356,356
