hsv1[0],hsv2[0],hsv3[0],hsv4[0]
4,6,6,10
4,10,4,12
2,12,4,12
6,10,6,12
8,18,10,12
4,18,8,12
2,18,8,12
8,26,20,20
14,34,22,24
16,42,28,28
22,48,36,32
22,54,38,38
26,64,46,42
32,74,56,52
34,78,68,56
40,86,72,68
54,94,82,74
58,100,88,82
70,102,94,86
78,108,98,94
90,108,106,96
90,108,106,98
94,114,110,100
100,116,114,102
96,108,108,100
104,112,116,104
116,124,122,110
122,126,126,110
128,126,132,114
144,128,130,114
160,130,132,116
168,138,142,128
176,142,146,130
188,146,152,138
200,150,166,144
212,164,180,158
216,176,196,172
220,186,202,178
224,194,206,188
228,200,216,196
228,210,216,206
232,216,226,218
234,220,228,220
236,224,232,224
244,228,240,226
244,234,240,230
244,234,240,230
246,232,240,232
244,234,244,230
244,234,240,232
246,234,240,236
248,238,242,242
248,240,246,248
254,242,250,250
258,250,256,264
272,262,268,286
282,272,276,308
286,286,286,312
296,294,296,322
304,306,306,332
312,314,314,336
316,318,318,336
322,324,324,342
328,334,330,348
332,340,336,352
338,344,340,354
344,350,346,358
350,350,352,358
350,356,352,0
356,356,356,0
358,0,356,4
358,0,358,4
358,8,0,6
