hsv1[0],hsv2[0],hsv3[0],hsv4[0]
352,0,352,356
352,0,356,0
356,4,356,0
352,4,358,0
352,4,0,2
358,10,4,6
0,16,8,10
2,24,10,12
6,28,18,18
4,34,18,20
4,38,20,22
10,44,28,30
14,64,36,38
18,70,46,46
28,72,50,50
30,82,68,60
40,88,76,72
40,92,78,76
52,98,84,90
72,104,96,94
80,104,96,104
86,106,90,100
86,106,90,102
96,112,94,112
104,112,96,102
104,114,106,102
114,118,120,118
138,118,100,126
130,130,122,128
150,126,122,128
160,126,132,132
180,134,132,136
190,136,148,134
192,144,160,150
204,146,168,158
210,158,182,164
222,172,190,182
226,182,204,188
228,188,220,196
234,200,220,204
234,210,228,212
238,222,226,214
242,224,238,224
240,226,238,230
242,226,242,224
244,232,244,234
246,238,244,236
246,236,244,238
246,240,244,238
246,238,246,240
248,238,250,236
248,248,250,244
254,244,250,252
262,252,260,260
268,258,264,268
276,272,270,282
286,280,284,298
290,290,294,306
298,302,300,316
308,310,306,320
312,316,314,328
318,326,318,334
324,332,328,336
330,330,334,342
332,342,334,348
334,344,340,344
338,344,342,350
340,346,346,350
346,354,350,352
348,352,350,352
350,356,348,354
352,2,354,358
352,356,354,352
