hsv1[0],hsv2[0],hsv3[0],hsv4[0]
356,0,358,2
356,358,0,2
2,0,4,2
6,356,0,0
8,8,12,8
10,10,12,8
12,16,14,18
20,20,22,24
22,24,30,28
26,32,34,32
30,34,38,34
36,46,46,50
42,52,60,62
50,58,72,74
56,72,70,74
62,88,82,90
64,88,84,90
74,88,90,92
82,102,96,102
92,108,100,106
92,112,112,114
102,112,108,116
98,118,110,112
102,118,122,120
104,124,120,120
108,122,122,122
104,124,122,122
110,124,128,124
116,126,128,126
122,134,128,132
124,138,140,138
-1,-1,-1,-1
138,140,144,138
144,148,146,142
158,148,152,148
162,160,160,158
192,170,178,170
196,176,186,174
212,184,196,188
220,198,206,192
226,214,212,208
226,218,224,216
236,224,226,224
242,230,234,230
246,236,236,232
248,242,240,240
248,242,246,244
248,244,242,244
246,244,244,244
248,242,244,246
250,246,246,248
250,248,248,250
256,252,250,250
260,258,256,264
264,264,264,266
272,280,270,272
282,286,280,290
292,302,290,296
300,310,302,304
312,324,308,320
314,324,316,326
324,336,324,332
330,340,330,342
336,342,340,344
340,346,338,348
342,350,342,350
344,348,344,352
352,352,352,352
354,358,352,356
354,358,354,356
356,0,354,358
358,358,358,2
0,0,358,356
