hsv1[0],hsv2[0],hsv3[0],hsv4[0]
348,352,346,356
350,354,352,354
350,352,350,352
352,356,356,2
352,0,358,2
356,10,0,10
4,16,6,22
4,24,18,26
12,32,18,34
12,38,26,40
16,54,38,50
24,70,50,62
26,78,50,70
30,84,70,76
36,92,74,86
42,98,84,86
44,102,88,94
50,100,88,92
54,106,96,100
78,110,104,100
84,116,102,106
88,116,108,106
86,118,112,110
92,118,118,110
92,124,116,102
98,122,116,106
96,124,126,110
114,130,132,114
118,134,138,118
130,142,138,126
140,138,138,122
154,142,138,128
168,146,142,128
188,152,158,138
192,154,160,138
210,168,176,154
218,178,188,160
224,186,200,174
228,198,206,178
230,204,210,190
234,216,216,204
240,222,222,210
240,224,230,222
244,230,232,224
246,232,236,226
246,238,244,228
246,238,238,240
246,238,238,236
248,240,244,238
248,244,246,234
250,244,244,242
250,242,246,246
252,248,248,248
262,250,250,250
264,256,260,256
274,264,266,272
282,270,280,276
288,274,284,294
296,282,292,300
306,294,302,316
312,304,314,324
316,310,318,328
-1,-1,-1,-1
328,326,330,340
330,324,328,340
334,330,332,344
340,334,338,354
342,340,340,350
346,340,342,356
348,346,342,346
350,348,348,350
350,354,350,356
352,354,354,356
