hsv1[0],hsv2[0],hsv3[0],hsv4[0]
2,2,2,354
2,0,2,354
0,2,2,0
6,0,4,0
10,6,10,6
14,10,14,8
20,18,22,14
28,18,26,16
30,22,28,18
36,26,34,22
36,30,40,22
44,38,48,24
54,46,58,32
64,52,70,36
72,58,78,36
78,64,80,38
84,70,86,44
86,74,88,40
90,72,88,42
98,86,100,52
100,88,108,44
104,96,110,60
110,90,110,70
112,104,112,72
106,108,112,90
108,106,112,92
110,112,114,110
114,114,118,102
122,118,120,110
126,124,128,122
126,132,134,122
-1,-1,-1,-1
136,140,140,138
144,142,146,140
148,144,150,142
164,160,164,154
174,170,174,168
180,180,182,182
198,188,194,194
204,200,204,202
216,208,210,210
220,218,216,216
226,222,222,224
232,228,226,222
232,230,230,230
236,236,234,238
240,238,236,240
238,244,242,250
238,242,236,246
244,244,238,246
244,244,244,240
244,250,248,250
248,250,250,252
254,260,256,262
260,266,264,268
268,274,272,294
282,296,284,316
284,304,292,316
302,318,304,324
308,322,312,334
314,330,316,330
326,334,324,340
332,340,332,342
336,344,340,344
340,346,342,352
344,350,348,350
344,352,348,350
350,352,352,350
-1,-1,-1,-1
352,356,352,352
358,358,354,358
0,356,0,356
356,356,2,356
