hsv1[0],hsv2[0],hsv3[0],hsv4[0]
352,358,356,0
350,0,356,2
352,0,358,0
352,2,0,10
354,4,4,14
358,8,8,18
2,12,14,22
4,18,20,34
12,24,30,40
14,30,36,46
12,28,32,44
22,36,44,54
30,46,54,68
38,56,68,78
50,64,74,84
70,76,84,88
84,86,88,94
92,90,94,100
106,98,104,104
114,106,110,108
126,114,116,112
132,116,118,110
136,120,124,116
138,122,120,118
140,122,126,120
140,126,126,120
142,128,132,118
146,134,136,124
152,134,140,122
150,140,144,126
154,144,146,130
158,142,146,130
158,148,154,134
164,156,162,138
168,160,168,142
176,170,178,150
188,184,186,158
192,190,198,168
200,200,202,176
206,206,210,188
214,214,214,198
214,222,224,206
216,224,224,210
222,228,228,222
226,228,230,224
226,234,236,226
230,238,234,234
230,240,236,238
232,236,236,236
232,240,238,236
234,240,238,234
238,246,244,242
246,248,246,248
258,258,252,258
266,264,260,266
276,276,268,276
294,286,274,294
306,296,280,304
314,304,288,320
318,316,298,322
324,320,306,324
328,326,316,332
334,332,320,340
336,336,324,344
342,340,330,350
346,346,336,354
348,348,342,354
348,352,346,354
350,354,348,356
352,354,350,2
352,0,354,2
356,0,358,2
354,0,358,0
