hsv1[0],hsv2[0],hsv3[0],hsv4[0]
358,4,0,2
358,6,0,4
0,8,8,4
4,12,10,8
2,12,10,10
4,16,10,12
6,20,14,16
8,24,16,18
8,26,20,20
12,32,24,22
12,34,24,26
12,42,30,28
14,48,36,36
14,56,40,46
16,60,46,48
18,70,46,52
16,72,50,70
20,74,50,68
28,84,52,74
40,94,70,90
72,94,86,100
72,94,84,104
86,102,94,106
92,102,92,112
100,100,94,110
98,100,96,112
124,110,102,118
118,112,112,116
138,116,122,118
154,118,122,128
160,118,128,132
158,124,128,136
178,128,142,142
194,136,150,144
196,138,160,146
216,150,180,160
218,164,200,174
224,170,210,184
226,182,212,194
226,196,218,204
230,204,224,210
232,212,226,218
234,220,228,224
238,224,236,226
236,224,238,232
238,232,238,234
238,230,238,232
240,230,242,232
240,234,244,236
242,236,242,238
242,236,246,240
248,238,248,246
250,244,250,250
256,250,252,254
264,258,260,264
274,270,268,278
284,286,276,292
294,300,288,304
304,316,300,314
312,316,308,326
318,326,316,330
326,336,324,340
330,340,328,340
336,350,340,348
340,352,342,350
342,354,346,354
350,358,350,356
352,0,354,0
354,0,356,2
356,2,2,4
358,6,2,0
0,8,0,6
0,8,4,4
