hsv1[0],hsv2[0],hsv3[0],hsv4[0]
16,4,4,14
10,6,2,6
28,4,6,16
28,8,12,20
42,16,18,28
64,16,26,30
72,24,30,34
86,32,48,44
92,36,66,48
92,44,70,52
98,48,72,60
100,58,84,70
106,72,90,80
110,76,98,84
118,80,106,88
116,86,110,94
118,94,110,96
118,98,110,100
122,102,118,100
124,108,122,106
130,118,128,106
126,114,126,106
132,122,128,114
130,118,128,112
128,118,128,114
132,118,130,112
132,124,130,122
134,130,136,122
136,130,138,124
138,140,142,130
140,144,144,136
142,148,148,138
146,150,148,142
150,158,156,148
154,170,160,156
-1,-1,-1,-1
168,190,178,184
174,200,186,190
178,204,192,194
190,208,196,206
194,216,208,212
204,222,212,218
210,224,214,226
214,228,222,228
216,230,222,230
-1,-1,-1,-1
226,234,228,234
224,234,228,234
226,234,230,234
226,234,228,234
226,234,228,234
226,238,236,238
-1,-1,-1,-1
230,248,238,244
236,252,244,250
240,258,250,254
248,266,258,262
252,272,266,268
262,282,272,276
272,290,284,290
282,302,294,298
292,310,304,308
306,318,312,318
316,326,318,326
328,332,326,334
336,334,330,340
340,342,340,350
346,348,340,354
354,354,348,2
0,358,348,358
4,356,356,6
10,6,4,8
10,4,4,10
