hsv1[0],hsv2[0],hsv3[0],hsv4[0]
0,4,358,6
356,4,0,2
0,6,2,2
0,8,4,6
2,12,10,14
4,16,12,18
2,14,14,22
6,20,20,26
10,24,22,30
12,28,30,38
12,30,34,46
16,40,40,56
20,48,54,70
28,58,68,82
34,60,70,82
40,72,74,88
52,76,88,94
62,82,84,98
74,88,96,100
98,98,104,106
106,100,108,108
112,100,108,110
122,102,104,110
126,104,112,114
128,104,112,114
130,104,112,114
136,110,116,118
134,114,122,122
142,118,132,124
144,124,134,124
152,124,144,124
156,124,144,128
160,126,144,128
162,136,158,132
176,142,160,140
190,152,176,146
198,166,188,156
204,176,194,160
210,182,198,166
210,198,210,182
220,208,218,198
226,216,226,206
226,224,228,212
228,226,234,222
230,230,234,224
232,228,234,232
230,236,234,232
236,236,236,232
232,236,238,230
238,236,236,232
236,238,240,232
236,238,240,234
244,248,246,244
254,248,250,248
260,260,256,260
276,278,262,284
294,298,274,294
304,308,284,316
314,318,292,312
322,326,298,322
326,328,308,328
330,334,316,334
336,340,322,334
340,346,328,344
346,352,340,348
348,352,340,346
350,354,344,354
352,356,352,354
352,0,354,358
352,2,356,2
356,0,356,358
356,4,0,0
0,4,0,2
