hsv1[0],hsv2[0],hsv3[0],hsv4[0]
4,4,8,8
4,4,6,10
4,8,6,14
4,6,10,12
4,8,10,16
8,16,10,22
10,16,12,24
8,20,16,28
14,30,26,40
18,38,30,46
20,44,38,56
28,48,44,56
32,60,48,64
38,70,58,72
46,80,70,78
48,82,72,82
56,90,82,92
68,94,86,94
70,102,92,96
80,104,94,100
86,110,106,102
94,116,110,108
92,114,112,110
98,120,114,112
102,120,116,112
104,120,116,112
102,120,116,112
106,124,120,112
118,126,126,118
120,134,128,122
138,136,138,124
142,140,142,128
146,144,146,128
156,148,148,132
168,152,156,140
182,160,164,144
200,174,174,158
208,186,188,170
212,192,198,178
216,202,204,188
222,210,210,198
226,214,214,206
228,220,218,212
232,224,224,218
234,228,228,224
236,228,230,226
238,232,232,230
240,234,234,232
240,234,234,234
240,234,236,232
240,236,236,232
242,236,236,230
244,238,238,232
248,238,242,238
252,242,248,238
258,248,250,248
266,254,260,252
274,262,266,268
280,268,272,270
286,274,282,276
296,284,290,292
304,294,302,310
312,306,312,316
318,314,320,326
324,322,326,332
330,328,330,338
334,336,336,342
-1,-1,-1,-1
344,344,344,356
348,350,350,358
352,354,352,2
356,354,356,6
0,0,0,6
