hsv1[0],hsv2[0],hsv3[0],hsv4[0]
354,358,356,356
352,0,352,356
354,0,356,2
356,2,358,2
0,4,2,10
358,8,6,10
2,16,12,22
4,18,18,26
6,20,20,32
10,26,28,38
10,30,32,44
14,36,46,56
20,50,54,70
32,60,68,86
38,68,72,90
50,78,84,96
70,84,90,100
72,94,100,106
94,100,104,110
100,106,110,112
118,106,120,118
130,116,118,118
134,114,124,120
134,118,124,124
136,122,122,126
136,122,122,124
136,126,130,126
138,128,138,130
148,132,142,130
152,134,142,130
160,136,144,134
166,140,152,132
166,142,154,134
170,148,164,142
180,154,168,144
190,168,178,152
196,178,192,164
204,190,200,168
210,198,204,172
216,202,214,188
216,214,216,200
224,218,224,206
226,222,228,210
228,226,230,220
230,230,232,224
234,232,234,224
232,232,236,230
234,234,238,228
234,238,240,234
232,234,240,230
238,238,240,234
240,240,242,238
246,246,240,244
250,252,248,250
258,256,252,248
266,266,258,260
282,280,264,268
292,288,274,286
300,298,282,298
314,314,292,312
320,320,300,322
324,328,312,328
330,332,318,334
336,338,326,342
342,344,330,346
342,348,332,354
348,352,340,354
350,354,344,354
352,354,350,2
352,358,352,356
354,2,354,0
354,2,356,2
358,2,358,4
