hsv1[0],hsv2[0],hsv3[0],hsv4[0]
352,18,8,10
354,22,10,16
356,26,20,20
2,28,16,22
0,34,24,20
6,38,30,32
10,44,30,34
12,54,40,40
12,58,48,44
18,62,50,48
24,68,58,56
28,76,68,64
38,80,74,74
38,82,76,74
48,86,80,78
54,92,84,84
68,94,90,88
72,96,94,96
84,102,100,98
94,110,102,110
108,118,118,118
112,116,118,118
130,118,118,120
130,118,122,118
134,116,122,120
132,118,118,122
140,118,126,128
148,120,134,132
148,132,140,136
154,134,144,140
162,136,148,142
166,140,148,142
166,142,148,146
184,144,154,152
186,148,158,152
200,150,168,160
214,156,180,166
218,164,190,170
222,164,194,174
226,176,208,188
232,184,218,198
238,202,232,210
244,210,236,214
244,218,240,226
248,222,240,234
250,226,244,238
250,230,248,232
252,228,250,238
250,230,248,238
252,236,246,242
254,238,250,242
252,240,252,246
258,246,258,254
266,262,268,260
270,262,270,272
278,274,276,280
284,290,282,296
290,292,290,302
298,310,296,312
306,316,302,316
310,322,304,324
314,326,314,326
318,332,322,332
324,340,328,336
326,342,330,342
328,348,332,344
332,354,344,350
336,354,348,354
340,358,348,354
344,6,354,356
344,8,358,2
348,6,0,4
348,12,4,2
