hsv1[0],hsv2[0],hsv3[0],hsv4[0]
356,12,4,18
358,16,2,24
2,22,8,30
8,28,16,32
12,34,28,40
20,42,30,48
24,52,38,56
28,64,46,72
34,70,56,74
42,72,60,72
50,78,70,78
58,86,76,86
68,92,84,92
68,96,86,92
72,100,90,96
78,108,94,100
84,118,100,104
86,118,104,108
90,118,112,116
100,118,118,118
104,118,118,118
114,118,118,118
118,118,118,118
118,118,118,118
118,118,118,118
118,118,118,118
126,118,124,118
136,128,132,122
140,130,136,128
146,138,140,134
150,140,144,136
154,142,144,136
158,146,148,140
164,150,152,142
170,154,156,146
188,164,164,152
202,170,174,158
204,176,180,164
215,183,187,169
220,194,198,174
230,200,206,190
242,212,214,200
246,216,224,214
250,226,230,220
252,230,236,226
250,236,242,234
250,236,246,236
250,244,248,238
252,242,246,238
254,244,248,242
252,246,248,242
252,250,254,246
256,252,258,250
262,260,264,258
266,264,268,262
270,268,272,268
278,272,280,278
284,278,286,288
290,288,290,294
294,288,294,296
302,294,300,308
308,302,304,316
312,306,312,322
318,314,318,328
322,318,324,336
324,326,328,342
330,332,332,352
332,338,340,354
334,340,342,2
340,346,348,4
346,352,352,10
350,2,356,12
352,2,0,16
