hsv1[0],hsv2[0],hsv3[0],hsv4[0]
354,0,2,14
354,6,4,18
356,8,6,18
0,12,8,30
0,22,12,38
10,30,22,42
14,46,32,52
8,48,32,68
14,60,36,74
23,70,48,73
30,72,54,76
34,82,70,84
46,90,80,88
54,98,88,96
62,100,94,98
68,108,100,104
76,110,104,106
80,116,108,106
88,126,112,114
98,128,118,116
102,128,128,126
106,126,128,126
114,128,134,128
112,130,134,132
116,128,134,128
118,130,132,132
124,134,136,134
128,136,140,134
134,138,140,138
142,142,142,136
148,146,146,140
154,146,146,140
156,150,148,142
170,152,150,146
184,158,158,148
202,164,166,154
214,172,176,158
220,174,184,158
224,184,190,166
230,192,204,176
237,203,210,182
240,210,222,198
242,222,226,212
250,230,236,220
254,232,238,222
254,238,242,226
254,238,244,230
254,242,244,236
256,242,246,234
256,244,244,238
258,248,246,238
258,244,252,240
262,250,252,246
266,256,260,250
272,264,266,248
278,266,268,266
284,274,280,274
290,278,286,286
296,286,294,296
300,292,302,306
304,298,306,314
310,308,314,322
316,314,320,330
322,318,322,340
326,324,328,340
330,328,334,0
336,334,340,358
338,344,344,6
342,348,348,14
346,352,350,12
350,354,358,12
350,2,358,18
350,2,358,18
