hsv1[0],hsv2[0],hsv3[0],hsv4[0]
356,2,358,16
0,2,2,16
6,8,10,22
8,12,16,32
16,24,26,40
24,36,30,52
30,46,42,68
36,60,52,84
46,70,64,86
48,68,62,80
58,74,68,84
68,82,76,94
74,90,82,100
78,98,88,106
78,96,90,106
86,108,98,118
88,110,98,118
90,116,104,118
96,118,106,118
102,118,122,118
110,118,118,118
118,118,118,118
118,118,118,118
118,118,116,118
118,118,118,118
118,118,120,118
124,124,128,118
132,132,132,118
138,132,136,130
144,138,138,134
148,144,142,136
148,144,144,138
152,146,148,140
158,152,152,146
162,156,156,148
174,164,164,154
186,172,170,164
196,180,178,170
200,184,186,174
214,194,194,184
220,204,204,192
230,212,210,202
238,216,224,216
242,228,230,222
246,232,234,230
252,240,240,236
256,244,244,238
256,242,246,238
254,246,246,242
256,246,246,244
256,248,248,244
256,252,252,244
258,254,256,250
264,260,262,252
268,264,266,256
274,270,270,262
280,276,276,272
284,282,284,276
292,286,292,286
296,290,296,288
304,296,304,296
308,304,308,302
312,308,314,310
316,316,320,318
322,324,326,324
328,326,330,330
332,332,334,342
336,336,340,348
344,342,344,354
346,348,350,358
350,354,352,358
352,354,358,10
354,2,356,10
