hsv1[0],hsv2[0],hsv3[0],hsv4[0]
0,6,10,12
0,10,14,18
0,10,12,18
0,16,20,22
2,20,24,28
6,22,26,32
12,32,36,40
18,36,40,46
20,42,44,54
22,48,50,58
28,54,56,66
32,60,68,74
38,70,76,84
46,76,80,90
58,82,86,96
64,86,92,102
78,92,100,114
80,96,100,118
92,102,114,118
108,118,116,118
130,118,116,118
122,118,116,118
126,118,120,118
126,118,118,118
128,118,120,118
134,118,116,118
138,118,116,118
144,118,130,118
146,118,134,118
154,120,142,118
156,128,146,122
156,132,146,124
160,136,150,128
166,140,156,136
176,142,160,142
188,152,170,148
192,158,182,152
202,164,186,156
206,170,190,164
214,180,200,174
214,188,210,176
220,202,224,190
230,216,230,202
236,220,238,222
236,228,242,222
240,232,242,236
242,238,246,236
242,238,248,240
242,240,248,238
242,240,248,242
248,244,250,244
252,248,250,248
258,256,256,250
266,264,260,258
272,270,266,268
280,286,270,276
284,290,274,290
294,298,282,294
302,308,286,302
310,314,294,310
318,322,300,318
322,328,304,320
328,330,314,326
332,338,316,328
336,342,324,336
338,348,330,336
348,0,334,346
354,0,340,350
0,0,348,356
0,0,354,0
0,0,0,2
0,0,2,6
0,0,6,14
