hsv1[0],hsv2[0],hsv3[0],hsv4[0]
350,8,0,16
352,14,2,24
354,18,8,18
0,26,12,20
4,28,22,24
12,38,24,30
16,48,34,42
12,50,36,36
18,58,42,40
30,64,50,48
34,70,56,52
40,74,64,60
48,84,72,68
54,88,78,74
58,90,82,78
68,96,88,82
72,100,94,86
78,104,96,88
84,110,104,94
90,118,112,96
98,118,120,104
104,118,118,110
104,118,120,116
110,118,120,116
114,118,124,114
116,118,130,124
130,124,132,126
136,130,134,130
146,132,136,132
152,136,142,136
156,140,146,138
158,140,148,138
166,144,152,144
178,148,156,146
186,152,160,148
204,158,168,154
208,166,182,160
214,170,184,164
218,176,192,168
234,188,200,178
238,194,214,188
246,204,222,200
248,212,226,210
252,220,232,218
250,224,236,224
250,232,240,228
250,232,242,230
250,232,244,236
250,238,244,236
250,238,244,236
250,238,248,240
250,242,250,246
256,248,256,248
260,256,260,260
264,262,266,270
270,266,274,288
278,276,278,304
282,282,284,312
288,290,292,318
296,298,296,322
304,302,304,328
310,308,308,332
314,318,314,336
318,322,322,340
322,326,326,346
326,336,328,352
330,342,338,356
332,346,344,2
336,348,346,2
338,356,350,6
344,0,350,4
348,8,354,10
350,8,0,16
