hsv1[0],hsv2[0],hsv3[0],hsv4[0]
352,356,4,12
351,7,4,13
350,6,4,14
356,14,12,22
6,22,14,24
6,28,16,34
10,40,26,40
16,50,32,46
18,68,44,66
26,70,52,66
32,76,58,70
38,80,70,74
46,86,76,80
54,96,86,86
56,98,90,88
66,104,98,92
70,112,100,98
74,118,108,102
80,118,110,104
90,118,118,108
94,118,130,116
100,118,132,118
104,120,134,120
110,118,132,122
112,118,134,126
112,120,136,126
122,120,140,126
134,132,140,130
140,134,144,132
146,138,146,136
150,140,148,136
156,142,148,140
166,146,152,142
176,150,156,144
184,154,156,146
204,162,166,150
214,168,176,156
220,173,177,160
226,180,188,160
232,190,200,176
238,196,206,188
238,206,218,198
248,220,228,204
250,228,232,216
250,232,236,224
254,234,242,228
254,238,246,224
254,244,240,232
254,240,246,232
258,244,246,232
254,244,246,238
254,244,246,238
258,248,252,246
264,252,258,250
266,258,262,254
274,264,272,268
280,274,276,286
286,274,282,294
294,284,292,304
298,292,298,310
306,294,306,322
312,300,316,330
316,306,318,332
320,316,322,342
326,322,330,348
326,326,332,350
332,332,336,0
332,338,342,6
338,344,348,8
340,348,350,10
344,352,354,10
348,352,350,10
352,2,2,14
