hsv1[0],hsv2[0],hsv3[0],hsv4[0]
4,6,6,2
8,4,6,6
12,10,14,0
20,16,22,4
20,16,22,358
34,28,32,14
34,28,38,18
44,40,46,16
52,42,54,28
58,48,64,34
62,54,68,40
72,68,76,52
78,78,84,70
84,86,90,84
86,92,94,88
90,98,100,94
96,102,104,100
102,108,108,110
104,110,112,110
110,118,116,118
120,126,124,122
118,126,132,124
124,134,132,124
126,134,130,124
126,138,130,130
130,136,132,130
130,134,136,130
134,134,136,136
136,136,138,136
140,142,144,140
142,138,142,134
142,140,142,132
144,144,146,138
148,144,148,138
152,148,152,144
156,150,156,146
164,158,164,152
168,162,168,158
176,172,172,160
194,180,188,166
204,194,200,180
218,206,210,202
224,216,218,208
226,224,224,220
234,230,228,226
238,238,236,232
244,238,242,232
242,236,244,236
244,238,248,232
246,246,242,244
248,240,244,244
252,250,248,248
254,248,252,248
262,260,260,264
262,268,264,274
270,274,272,286
280,290,278,304
286,294,286,316
292,314,298,326
302,320,304,326
312,324,310,336
318,330,318,338
324,332,326,334
328,338,328,354
336,346,336,352
340,348,342,354
346,354,348,352
348,354,352,356
354,358,356,0
356,0,2,2
4,6,2,4
4,2,4,356
4,8,6,358
