hsv1[0],hsv2[0],hsv3[0],hsv4[0]
348,8,4,4
348,14,10,6
356,18,14,10
358,22,14,16
358,30,24,16
6,38,28,22
8,44,40,30
4,46,32,28
10,54,34,34
16,54,44,38
24,62,52,44
32,70,58,56
34,74,66,62
44,80,72,70
50,82,76,76
56,88,80,82
66,92,86,88
72,94,92,92
86,100,96,100
94,106,104,104
102,118,114,112
112,118,110,128
116,118,116,122
120,116,118,128
124,118,126,128
126,118,118,128
130,122,126,134
136,128,134,136
144,132,140,138
154,134,144,140
156,138,148,142
164,140,148,144
170,142,152,148
182,144,156,152
194,148,162,154
206,156,170,160
212,164,182,168
220,166,188,172
228,168,196,176
234,180,206,190
238,188,218,202
244,202,224,208
246,214,236,218
250,222,238,226
252,222,242,228
252,230,248,236
254,232,246,238
252,230,248,236
252,234,246,240
254,238,250,240
254,238,250,242
256,244,258,248
258,250,262,258
264,260,270,266
268,268,272,274
276,276,278,290
282,286,288,294
288,298,290,302
294,308,298,312
304,314,304,320
308,318,310,322
314,326,316,328
318,328,318,330
322,334,326,334
326,336,326,342
330,340,336,346
334,350,338,346
336,352,346,352
338,352,350,352
340,0,352,356
344,4,358,0
348,10,2,0
350,10,6,0
