hsv1[0],hsv2[0],hsv3[0],hsv4[0]
352,10,0,6
352,16,0,10
354,18,6,12
0,24,16,20
358,24,20,30
8,34,28,46
12,36,34,50
8,40,42,64
8,42,38,56
16,48,50,64
20,52,54,70
32,60,66,78
36,70,74,86
50,76,82,90
62,82,90,94
72,84,90,98
84,88,96,102
90,94,102,106
100,100,104,116
114,106,120,118
128,118,126,118
136,116,124,116
138,118,128,118
140,118,126,118
142,116,126,118
144,118,128,116
146,120,134,118
148,130,138,120
150,132,140,126
154,136,148,130
158,140,150,132
158,142,150,134
164,144,154,134
166,148,158,140
172,152,166,142
180,160,172,150
190,166,180,154
198,172,186,160
202,180,198,162
214,194,208,170
212,202,216,178
222,210,222,190
228,220,228,204
228,226,232,214
232,230,238,222
238,238,244,232
240,238,246,240
236,244,246,242
240,242,246,236
240,246,248,242
248,248,250,244
250,252,254,248
258,260,258,254
262,268,262,266
274,272,266,268
282,282,272,280
288,292,276,286
296,296,284,296
302,304,284,304
310,308,294,310
316,316,302,318
318,322,304,322
320,326,312,328
326,330,316,332
330,336,324,340
332,338,328,342
334,346,332,346
338,346,336,350
340,350,342,352
342,356,346,356
348,0,348,358
348,0,354,4
350,6,356,2
