hsv1[0],hsv2[0],hsv3[0],hsv4[0]
350,8,358,4
354,8,2,10
352,10,2,12
356,14,8,18
0,20,12,20
2,26,22,36
6,32,32,44
4,38,44,60
14,44,48,70
16,52,54,70
26,58,68,78
34,70,78,84
36,68,78,82
52,76,86,88
58,80,90,90
72,84,98,98
84,92,102,100
94,94,106,110
100,98,110,114
118,104,118,124
128,110,120,124
130,114,130,126
142,128,134,124
140,128,136,124
140,124,132,118
142,128,138,124
144,130,138,126
146,134,142,130
150,136,144,132
156,140,146,138
154,142,152,136
158,142,150,138
160,146,154,140
166,148,158,142
172,152,160,146
186,156,172,152
190,164,182,156
196,170,186,162
204,176,198,164
210,190,206,174
218,200,218,184
220,214,224,192
224,220,230,210
226,224,238,220
230,230,238,222
236,240,242,234
238,240,246,238
236,240,248,240
242,242,244,238
242,244,248,244
244,246,250,248
252,250,250,250
258,256,254,250
264,266,260,258
270,268,264,264
278,282,268,280
290,288,274,286
296,296,280,296
304,306,288,306
310,316,292,312
314,320,304,320
322,328,308,322
324,330,314,330
330,338,322,332
332,340,326,342
334,344,330,342
336,348,334,352
340,350,340,352
342,354,346,354
342,356,346,358
346,0,352,2
348,2,352,2
350,4,358,2
