hsv1[0],hsv2[0],hsv3[0],hsv4[0]
350,4,8,0
350,10,2,10
350,14,2,8
354,16,10,12
354,16,8,14
356,20,12,14
0,26,16,20
0,34,22,24
0,38,26,26
2,44,24,30
4,48,28,32
18,56,44,40
18,60,46,46
22,68,54,56
36,78,70,72
44,84,82,80
52,92,86,90
70,96,96,100
80,100,100,100
88,106,104,110
104,112,106,116
112,114,116,120
120,120,118,122
124,120,122,122
126,126,122,128
128,126,122,128
132,126,122,128
134,126,128,130
142,132,130,130
146,132,136,134
148,132,132,136
160,132,138,136
162,136,138,140
166,136,142,142
172,138,148,142
178,142,146,144
188,146,152,150
192,146,156,146
204,154,168,156
218,158,182,160
226,164,196,168
228,174,202,174
234,192,210,196
238,210,224,212
240,214,232,206
244,218,238,222
246,222,246,220
248,228,238,224
248,236,238,226
250,240,240,228
254,242,250,238
260,246,254,244
268,262,256,272
276,284,278,270
286,296,290,304
296,314,306,324
306,326,310,330
314,332,322,336
320,338,326,338
322,342,326,342
324,342,336,342
328,344,334,344
330,350,344,350
332,346,346,350
336,354,346,354
338,356,352,354
340,0,354,354
342,2,352,0
344,4,358,0
346,4,358,2
348,6,2,2
350,10,2,4
350,10,2,4
