hsv1[0],hsv2[0],hsv3[0],hsv4[0]
346,356,356,10
352,0,0,12
354,8,4,22
354,8,2,20
358,12,8,30
6,18,16,32
10,24,26,40
10,32,34,48
12,32,40,58
6,32,38,58
22,40,46,68
24,48,56,72
26,56,60,74
32,58,68,78
50,70,80,86
70,76,90,92
76,82,94,96
88,90,104,100
102,94,108,106
118,98,114,108
130,110,122,114
136,118,132,126
142,118,136,126
142,122,136,126
146,118,134,126
144,126,136,128
146,126,140,130
146,132,140,130
148,134,142,132
150,138,144,134
152,138,150,132
152,142,150,134
154,144,150,136
156,146,152,136
158,148,154,136
162,150,158,138
164,152,160,142
166,156,162,136
172,164,172,140
178,174,184,140
184,178,194,142
194,184,200,142
204,200,216,154
210,216,222,174
214,228,230,180
224,228,236,196
224,236,236,204
228,234,238,206
232,236,242,218
238,244,242,222
238,250,248,222
254,256,256,234
268,268,260,226
282,278,270,300
298,304,280,316
312,310,292,340
322,320,302,344
326,326,316,350
330,328,318,356
330,330,324,348
330,332,326,352
332,334,328,350
336,338,332,354
336,342,336,358
340,344,340,356
340,348,344,4
344,348,346,2
344,352,348,8
346,354,352,8
344,354,354,8
348,358,354,12
350,0,354,10
352,0,0,12
