hsv1[0],hsv2[0],hsv3[0],hsv4[0]
348,0,358,12
352,6,356,12
352,10,2,16
354,10,2,18
2,18,8,20
2,22,16,30
10,26,18,36
12,30,26,42
8,28,30,52
6,32,34,66
12,36,40,70
22,50,54,70
28,52,56,72
34,58,68,76
48,70,76,84
66,76,86,88
78,84,98,94
86,88,102,96
96,92,108,104
108,98,110,108
116,106,118,116
136,118,126,124
138,118,132,126
142,118,134,126
138,118,138,126
140,118,138,128
142,124,140,130
144,128,140,130
148,132,144,134
148,136,142,132
150,140,148,136
150,140,150,136
156,144,152,138
156,144,150,138
158,148,154,138
160,150,158,140
162,152,160,144
168,156,162,140
170,164,170,138
182,168,184,146
190,178,188,136
200,188,204,142
202,206,212,148
218,216,228,164
224,228,230,184
232,234,242,196
234,242,242,210
240,246,248,240
242,248,250,240
250,250,252,240
254,254,258,248
266,268,262,270
286,274,270,312
292,294,280,318
310,308,294,348
318,320,304,346
324,326,312,348
330,328,320,348
330,332,324,352
330,334,328,346
332,334,328,348
332,336,330,352
336,342,334,0
336,344,336,356
340,344,342,0
342,346,344,4
342,350,346,2
346,352,346,8
346,354,350,8
346,356,354,10
348,0,356,10
350,2,356,10
350,4,358,10
