hsv1[0],hsv2[0],hsv3[0],hsv4[0]
350,2,356,10
352,4,0,16
354,6,2,20
358,10,10,24
358,12,10,20
0,18,12,28
4,24,18,34
4,28,26,44
6,28,26,48
4,32,28,66
8,38,42,70
24,48,50,68
26,50,58,70
32,58,68,74
48,66,80,84
70,76,88,88
84,82,92,92
92,88,102,96
104,94,108,98
112,98,110,104
130,106,120,108
138,118,128,118
142,118,134,118
146,118,136,118
146,118,136,118
142,118,138,118
146,122,138,124
146,128,140,118
148,130,142,126
148,136,146,128
150,138,146,134
152,138,146,132
154,140,146,132
158,144,152,134
158,146,150,134
160,150,154,136
164,152,158,140
160,156,160,142
170,164,170,144
176,170,178,142
174,176,184,136
184,188,200,138
208,208,212,154
214,218,226,156
222,228,234,174
218,234,242,210
238,242,248,234
238,250,250,226
240,250,254,240
250,258,250,254
252,260,254,260
264,270,264,282
284,278,272,322
298,296,282,340
318,310,296,340
324,318,308,350
328,326,318,344
332,330,320,346
332,330,324,352
332,332,328,350
334,334,330,346
336,336,332,354
340,340,338,358
338,342,340,2
344,348,342,2
342,348,344,2
344,348,350,6
348,352,350,6
346,354,352,6
348,354,352,8
350,356,354,8
350,0,356,10
352,2,0,14
