hsv1[0],hsv2[0],hsv3[0],hsv4[0]
350,4,358,12
354,4,2,10
354,10,4,16
354,14,6,22
358,16,6,24
4,24,18,30
6,32,26,46
6,32,26,42
10,30,28,52
4,32,34,66
8,38,42,70
24,48,52,70
28,52,56,72
34,58,64,78
44,70,78,86
68,76,88,90
76,82,90,94
88,88,98,98
94,92,102,100
112,96,108,108
118,104,114,108
134,118,122,118
140,118,132,118
140,118,130,120
142,118,134,118
140,122,134,124
142,122,136,124
144,132,136,128
148,132,140,130
146,134,144,130
150,136,146,132
152,142,146,132
150,144,150,136
154,144,150,136
158,146,152,138
160,148,156,138
164,152,160,140
164,156,162,142
172,158,174,142
176,166,178,140
184,174,188,136
192,180,204,142
208,208,216,154
214,218,232,176
226,222,232,176
234,232,238,190
240,240,248,212
238,246,250,248
246,250,252,240
244,252,252,240
252,260,256,250
270,268,264,294
286,282,272,322
304,300,286,332
316,312,296,352
322,322,308,352
328,330,316,348
328,332,320,346
330,334,326,352
330,336,326,352
332,338,328,346
336,340,330,352
336,344,334,358
338,344,336,358
340,348,342,358
340,350,342,2
342,354,348,6
342,354,350,6
344,356,352,6
346,358,356,8
348,0,354,8
348,2,358,8
350,4,0,10
