hsv1[0],hsv2[0],hsv3[0],hsv4[0]
346,358,358,12
352,8,0,10
356,10,2,20
358,12,6,20
0,14,6,22
4,18,14,30
6,26,16,40
8,32,24,44
16,36,32,52
20,38,42,68
20,46,46,70
26,50,54,72
26,52,62,76
-1,-1,-1,-1
48,70,82,86
64,78,92,94
80,86,98,98
88,92,104,104
102,96,112,110
112,100,118,114
126,116,122,124
138,118,136,128
140,118,138,124
140,118,138,128
140,118,138,126
142,118,138,128
142,118,140,126
144,124,142,132
146,132,144,134
148,134,148,134
148,138,148,136
152,142,150,136
154,142,152,136
154,144,154,138
156,146,156,138
162,150,158,140
168,152,164,144
168,158,164,146
176,164,176,148
182,174,188,150
188,178,194,146
192,184,202,150
198,202,214,160
206,216,218,180
214,220,230,190
226,232,236,198
228,232,234,206
234,240,240,206
232,238,240,206
232,244,242,210
238,244,244,210
252,260,248,224
266,266,256,240
280,276,264,252
294,290,274,264
312,306,282,324
318,316,302,348
324,324,310,338
328,328,316,346
328,328,322,348
330,330,324,344
334,334,326,348
332,338,330,2
336,342,334,0
336,342,340,2
338,346,342,8
340,348,342,6
344,350,346,4
344,356,348,8
344,358,350,12
348,358,352,12
352,0,356,12
350,4,358,14
