hsv1[0],hsv2[0],hsv3[0],hsv4[0]
0,0,10,10
8,6,10,12
6,10,14,14
14,14,12,14
12,12,14,16
26,20,26,24
24,22,30,26
38,34,38,36
42,36,46,42
50,42,52,42
56,46,58,46
62,54,62,56
66,62,66,60
70,70,74,70
78,80,84,80
84,86,88,86
86,90,92,94
90,98,98,98
92,104,100,104
98,110,106,106
102,112,112,108
108,124,112,116
114,126,118,120
118,130,118,120
118,132,120,120
122,132,122,118
122,134,120,120
122,136,120,120
130,140,124,122
132,138,124,126
134,140,128,126
138,140,128,126
136,144,132,126
142,146,134,130
144,148,136,130
146,148,134,134
148,150,138,136
146,146,138,134
158,156,146,138
166,156,146,140
174,160,152,140
188,180,158,138
206,196,180,160
220,212,200,170
232,220,218,170
248,238,234,200
252,250,246,228
252,240,246,250
254,248,248,228
254,260,252,248
262,260,268,264
268,270,266,292
278,286,292,340
290,300,316,342
300,316,320,350
308,320,330,350
316,330,332,352
322,332,334,356
328,332,340,352
328,336,342,344
332,336,342,352
334,338,344,350
338,342,350,356
340,344,348,358
344,346,354,358
348,348,354,0
348,350,356,2
350,352,358,2
352,352,358,2
354,356,0,6
356,358,0,8
356,0,6,6
358,0,4,4
