hsv1[0],hsv2[0],hsv3[0],hsv4[0]
28,14,24,26
34,16,28,28
42,18,30,32
46,22,40,36
48,26,38,40
70,30,44,44
78,36,62,52
98,44,78,66
100,48,82,66
100,52,88,66
104,54,92,72
102,60,88,74
102,62,88,74
104,72,98,80
-1,-1,-1,-1
118,88,112,90
124,92,110,94
132,100,118,98
134,104,120,100
136,108,120,106
136,116,124,106
134,116,130,110
136,122,128,114
136,126,132,116
134,126,132,116
136,126,130,114
136,128,132,118
136,128,134,118
140,130,136,122
140,132,136,124
-1,-1,-1,-1
140,136,140,126
-1,-1,-1,-1
144,136,140,132
146,140,140,130
144,144,140,134
148,148,144,138
148,148,144,136
154,156,150,142
154,160,150,148
156,172,150,148
156,190,160,154
170,200,174,176
178,204,186,192
180,210,186,196
188,212,204,210
192,220,202,206
198,232,206,222
198,230,196,212
200,238,204,216
200,238,208,222
198,244,206,218
200,250,230,240
194,270,180,240
218,300,0,36
220,316,0,0
220,328,0,10
338,334,350,0
350,340,348,2
348,340,356,2
348,340,346,354
352,346,352,4
6,352,2,8
16,358,8,12
8,358,8,14
20,358,18,14
26,2,16,22
20,0,16,22
28,10,16,22
26,10,16,24
32,12,20,26
26,18,24,26
32,14,18,26
