hsv1[0],hsv2[0],hsv3[0],hsv4[0]
350,2,358,10
352,8,4,8
356,8,4,12
356,14,8,16
354,14,6,24
0,22,14,30
4,26,22,34
8,34,28,44
14,36,38,54
8,40,38,66
16,44,48,64
24,52,56,70
20,52,58,72
26,58,66,78
38,70,76,86
52,80,88,92
72,86,96,98
84,92,102,106
94,96,104,106
104,104,112,112
122,110,120,118
132,116,126,128
136,128,128,128
138,130,128,130
138,132,132,128
140,130,130,134
140,134,134,132
146,134,134,134
146,134,134,136
150,140,136,134
150,142,144,138
152,144,146,136
156,142,148,142
160,142,150,138
160,148,152,140
166,148,152,140
170,156,158,142
174,154,164,144
184,164,176,146
192,168,188,146
202,178,196,150
212,186,206,156
220,206,220,172
224,218,226,190
226,220,232,198
234,232,234,212
234,236,242,216
236,230,242,218
242,232,246,224
236,238,246,226
246,250,248,226
252,250,250,240
264,266,260,248
278,280,268,276
290,292,276,306
302,314,286,326
314,320,302,342
322,326,310,342
328,332,318,344
330,334,324,342
332,336,326,344
332,340,328,346
336,344,334,352
336,344,336,356
340,348,340,358
342,352,344,358
346,354,346,0
346,354,346,2
348,358,354,358
348,4,356,2
352,2,354,4
352,2,2,10
352,6,2,6
