hsv1[0],hsv2[0],hsv3[0],hsv4[0]
356,2,2,16
356,4,8,20
0,6,6,22
4,16,12,26
6,16,16,34
8,20,20,40
14,24,24,48
22,36,32,54
22,40,40,82
24,54,40,86
28,62,52,88
42,64,56,78
50,68,60,80
48,74,68,86
64,84,78,90
70,88,86,96
76,94,90,98
82,98,96,100
86,102,100,104
92,110,106,106
100,118,112,110
104,120,116,116
108,120,116,116
110,124,118,120
112,122,120,120
114,130,122,124
118,128,124,122
118,132,126,130
122,136,126,128
128,136,132,130
132,140,134,128
134,144,134,134
134,142,134,134
140,146,140,134
144,148,142,136
148,148,144,138
154,152,148,146
160,158,150,142
180,162,156,146
196,166,168,148
212,178,178,150
228,190,192,156
234,206,210,176
246,220,228,206
248,234,240,218
256,244,246,244
258,242,252,250
258,252,256,260
260,256,260,272
264,260,256,266
268,260,262,268
272,266,268,280
284,280,284,296
292,284,296,312
298,302,304,320
308,312,316,332
316,316,320,328
-1,-1,-1,-1
-1,-1,-1,-1
326,324,330,340
-1,-1,-1,-1
-1,-1,-1,-1
332,334,340,352
336,336,342,354
338,338,344,358
340,344,346,0
344,342,350,2
346,350,352,2
346,352,352,6
350,352,356,8
348,356,356,10
350,354,356,14
352,356,356,8
