hsv1[0],hsv2[0],hsv3[0],hsv4[0]
354,10,0,20
356,10,4,22
0,20,10,24
6,24,12,26
8,26,18,38
12,34,24,42
22,46,32,48
26,52,34,54
30,60,46,68
32,70,58,74
38,68,52,70
42,70,58,74
44,74,64,76
50,78,70,80
60,86,80,86
68,94,90,94
74,100,96,98
78,108,100,102
86,116,106,106
90,116,112,110
96,120,116,114
110,120,132,120
116,118,132,124
118,118,134,126
118,118,136,130
118,118,132,130
126,122,138,132
132,124,138,132
140,132,142,134
144,136,144,136
146,138,146,138
148,142,146,138
154,142,148,142
154,146,150,142
160,148,152,144
164,150,154,146
170,154,158,148
178,158,162,148
194,166,170,150
206,174,180,156
216,178,184,154
224,190,198,160
230,200,210,180
242,206,220,190
246,216,224,200
248,224,232,210
250,230,242,212
254,232,236,216
256,234,242,210
256,238,244,220
254,242,246,214
260,248,252,232
268,252,256,240
274,262,264,248
282,270,280,260
294,284,286,294
302,290,306,318
308,306,314,324
314,306,320,328
318,314,324,340
320,318,326,342
324,320,328,350
328,326,334,356
330,326,334,356
334,332,340,0
334,340,346,8
336,342,346,10
338,346,354,14
342,352,352,16
344,358,358,20
350,358,358,20
352,2,2,20
354,6,4,20
