hsv1[0],hsv2[0],hsv3[0],hsv4[0]
350,8,0,2
352,6,358,10
352,6,6,6
354,16,6,12
356,18,10,18
0,20,18,20
4,28,26,26
6,36,28,34
2,36,30,36
358,34,24,40
-1,-1,-1,-1
14,54,50,56
18,56,58,64
28,70,74,76
30,70,76,76
42,78,84,86
52,86,90,96
68,92,100,102
78,94,104,106
94,100,106,110
104,108,114,116
118,116,118,122
122,118,122,126
130,118,126,128
130,118,122,130
128,118,124,132
136,124,126,130
138,120,126,134
142,122,132,132
144,132,134,134
148,126,134,134
148,132,142,134
152,132,144,140
158,132,142,142
160,136,148,142
168,138,146,144
176,142,154,146
184,144,160,144
190,148,174,152
204,156,184,156
214,160,198,164
220,164,202,162
232,184,214,188
234,202,228,200
236,214,228,214
242,222,238,226
242,222,238,224
244,228,242,224
240,228,242,234
250,236,248,236
252,240,248,240
264,246,254,254
268,264,248,272
282,282,264,286
296,304,286,310
310,322,298,324
318,330,306,330
322,334,314,334
326,340,322,340
330,344,324,340
332,342,328,340
332,344,330,344
336,350,334,344
338,350,340,350
340,354,344,354
342,356,346,354
344,356,346,352
346,2,354,356
346,0,354,2
348,2,356,2
350,2,356,0
350,4,358,2
350,4,358,2
