hsv1[0],hsv2[0],hsv3[0],hsv4[0]
0,2,0,6
0,0,2,8
2,6,2,8
4,6,6,10
6,8,8,14
6,16,14,22
10,24,20,30
16,38,28,46
-1,-1,-1,-1
22,48,38,54
28,58,44,60
34,70,58,72
38,78,66,74
44,84,70,84
46,88,76,84
58,98,84,90
56,98,86,94
64,104,92,96
74,108,98,102
84,114,108,106
90,116,110,106
94,120,112,108
98,122,116,112
98,122,120,112
104,120,120,114
104,124,120,114
108,130,128,116
118,132,132,126
130,136,136,128
138,142,142,128
144,146,146,132
152,148,144,132
162,150,150,136
178,158,160,146
188,162,166,146
200,172,176,158
208,184,188,168
214,194,196,176
218,200,200,188
222,208,208,196
226,212,216,204
230,218,220,212
232,222,222,220
234,226,226,222
236,228,230,226
238,230,234,230
240,232,236,232
240,236,236,234
240,236,238,234
240,236,238,234
242,236,238,238
244,238,242,234
248,240,244,240
254,246,248,244
260,250,256,250
270,258,264,260
276,266,272,270
284,274,280,280
292,280,288,288
302,290,296,304
306,300,308,316
314,308,314,322
320,316,322,330
324,324,326,334
330,328,332,340
334,336,336,342
340,342,340,348
346,348,348,354
348,352,350,356
354,354,354,0
354,356,358,0
358,358,0,6
358,358,0,6
