hsv1[0],hsv2[0],hsv3[0],hsv4[0]
354,356,354,356
354,358,354,358
354,0,358,0
356,2,0,4
356,6,6,10
358,10,10,18
0,16,14,22
358,14,14,22
2,20,18,30
2,22,22,36
8,26,30,42
12,34,36,54
16,44,48,66
26,54,58,76
30,58,68,84
38,72,76,90
50,82,86,98
60,84,90,100
72,88,98,106
96,102,108,114
112,108,112,120
120,112,116,120
130,118,124,122
128,120,122,122
140,120,124,124
138,118,126,120
140,126,130,126
144,128,134,126
152,130,140,130
156,136,146,134
158,140,148,134
162,140,148,132
166,144,156,136
172,150,162,138
176,156,170,144
-1,-1,-1,-1
198,180,194,160
204,186,198,168
210,196,204,174
212,204,210,184
214,210,214,194
218,214,218,204
222,220,220,212
224,224,226,216
224,226,228,220
230,230,234,222
230,234,234,228
230,234,234,230
232,234,234,230
230,234,236,230
236,238,238,234
238,242,240,236
244,246,244,240
254,254,250,248
262,262,256,254
278,276,264,272
290,288,276,286
298,296,282,298
308,306,290,308
316,316,298,316
-1,-1,-1,-1
326,326,312,328
330,332,318,330
334,336,324,336
338,340,328,340
340,344,332,342
342,346,336,344
342,348,340,346
346,350,344,348
348,354,346,350
350,354,348,350
352,354,350,352
352,356,354,356
