hsv1[0],hsv2[0],hsv3[0],hsv4[0]
354,0,354,354
354,0,356,358
354,0,356,356
354,2,356,358
354,6,0,0
356,10,2,2
358,14,6,8
358,20,8,10
2,24,12,16
4,30,18,20
4,36,20,24
8,42,26,32
12,54,38,38
20,62,52,50
22,70,54,56
28,76,68,68
34,82,72,72
42,88,82,84
44,96,92,94
70,102,100,104
86,110,110,108
100,116,116,120
114,116,122,126
114,120,124,126
120,116,120,126
122,120,122,126
128,120,124,132
138,120,128,134
148,120,136,136
160,128,144,140
166,130,146,142
170,132,148,144
182,140,154,148
190,144,166,154
198,146,170,160
210,158,188,170
216,172,196,182
218,180,208,190
222,182,208,194
228,198,218,204
230,206,222,208
230,212,230,216
234,216,230,220
236,222,232,226
238,224,236,226
238,228,238,230
238,230,238,230
238,234,242,234
240,232,242,232
240,232,240,238
246,238,244,240
250,240,248,246
252,242,250,248
258,250,252,256
266,258,258,262
274,266,268,276
286,282,276,290
294,294,284,300
300,304,290,308
308,314,302,318
314,322,310,324
320,328,318,328
326,334,324,332
330,340,330,338
332,342,330,340
336,344,338,344
340,348,340,348
340,350,342,348
346,350,348,350
350,354,354,354
352,356,352,354
354,0,354,356
354,0,354,356
