hsv1[0],hsv2[0],hsv3[0],hsv4[0]
354,354,352,352
354,352,354,352
356,354,356,356
0,358,2,358
4,4,8,4
10,12,14,10
16,16,20,16
20,18,24,18
24,26,32,24
28,28,38,28
36,38,44,38
44,52,54,56
54,64,68,70
64,72,72,80
64,78,76,82
70,86,84,90
82,94,92,100
86,98,96,102
90,110,104,112
100,114,112,120
106,120,114,124
106,124,114,126
110,128,120,132
112,128,126,132
114,130,126,130
112,130,126,132
120,134,130,136
120,134,132,136
128,140,136,140
132,140,138,140
136,140,142,144
138,144,146,142
146,146,150,148
150,150,152,150
160,154,158,152
172,164,170,164
188,172,180,172
196,182,190,180
206,190,198,186
214,198,204,194
218,206,210,206
226,212,218,212
230,218,220,218
232,222,226,222
236,226,230,224
240,230,232,232
242,236,238,232
240,236,238,234
242,234,240,234
244,234,240,234
244,236,240,236
248,238,242,240
250,246,248,246
258,252,254,252
262,262,256,260
272,272,268,272
282,290,280,286
286,292,286,294
296,304,294,306
304,312,300,314
310,322,306,320
316,324,314,322
320,328,320,328
326,334,326,332
330,336,330,336
334,340,332,340
336,342,336,342
340,344,340,344
344,348,346,348
348,350,346,350
350,350,352,350
350,352,348,350
352,352,350,350
