hsv1[0],hsv2[0],hsv3[0],hsv4[0]
358,356,356,356
0,358,0,354
2,358,2,356
2,358,2,356
6,0,4,356
14,6,12,6
20,16,20,12
30,18,24,16
34,24,32,20
38,30,36,22
46,34,42,30
52,44,50,40
66,54,64,52
76,70,70,66
76,76,80,72
86,86,86,84
90,94,92,90
94,100,96,96
100,106,102,106
108,114,108,118
112,124,114,118
110,126,118,126
116,128,120,128
116,130,120,128
116,130,120,128
118,132,122,132
122,134,126,132
128,136,128,134
128,138,132,138
136,144,136,140
136,146,140,144
138,148,142,148
146,150,146,148
148,156,148,152
156,160,152,158
166,168,164,164
178,180,174,174
184,186,180,180
196,194,188,190
202,200,198,198
210,208,204,206
218,216,212,212
222,220,216,216
228,222,220,220
230,226,226,222
236,230,232,228
238,232,232,230
238,234,236,232
240,238,236,236
240,236,238,236
242,238,238,234
246,242,242,240
246,246,242,242
250,250,250,250
254,258,256,260
264,266,268,272
274,278,280,284
280,286,286,298
288,296,296,304
296,304,302,316
304,312,312,320
310,318,318,326
318,322,322,330
324,328,330,334
328,332,332,340
334,336,340,340
340,340,340,346
342,342,346,348
346,346,348,348
346,346,348,348
348,348,348,350
350,350,352,352
352,350,350,350
